Age;pred.fit...1.;pred.SEP.boot...1.;pred.fit...1..1;pred.SEP.boot...1..1;pred.fit...1..2;pred.SEP.boot...1..2;pred.fit...1..3;pred.SEP.boot...1..3
52539,97053;4,881631827;3,88508671;795,1865435;270,7277269;75,61916793;18,40525567;-4,670438672;5,260016144
53324,33438;3,710660229;3,805253606;845,2662612;264,0268384;48,62216989;12,56098743;-6,029792585;5,125977744
53133,17725;4,477587381;3,864450623;790,3155462;262,6227978;54,14869152;13,8094538;-5,186236256;5,197497562
52671,70815;3,905971421;3,814200471;854,6696552;269,7065004;70,47153711;17,49172541;-5,09101923;5,142300934
54060,29317;3,374537123;3,92584144;751,1490055;267,3682209;42,87165054;10,89157355;-6,544756216;5,199129999
53461,06642;4,497077624;3,74922742;929,1243153;277,0710111;61,56910604;15,96123084;-5,151559021;5,076127471
53668,04872;2,040952949;3,731041834;788,8810574;267,3567522;50,34952544;13,28763317;-7,760717243;5,056504287
53803,18157;2,623634494;3,764062429;852,5574573;269,6636367;51,25627353;13,27413547;-7,882914704;5,123512728
56023,31213;2,795717432;4,06764902;938,8488269;278,6951533;15,29402;3,0987883;-7,297606142;5,238826754
53288,47667;4,346620509;3,619744676;888,8150509;268,412434;68,7172568;16,53109452;-5,366232506;4,959070128
54082,81397;3,236322768;3,690334504;816,498245;265,6397928;50,1566315;12,52851248;-7,095524649;5,011774393
53422,67307;4,543929438;3,622081856;949,79718;269,4040768;72,03535727;16,80483162;-5,530965972;4,990902285
53814,41607;5,063586801;3,595485036;956,5729834;275,2291374;67,0328207;15,17005531;-5,019917968;4,972086675
54068,56982;3,67071438;3,600247819;924,1103007;269,7460775;57,84173361;13,81820079;-6,088202456;4,919391299
54265,93005;3,858240285;3,6292674;913,8637276;277,4546391;61,94859798;14,59182682;-6,60788783;4,917112044
54447,48361;4,24639697;3,749506829;864,3513441;269,0555977;51,11656615;13,4137397;-5,599595352;5,070339241
54251,59687;5,268861911;3,620916037;913,4643998;270,9888554;63,66207283;14,95915177;-4,959921142;4,915346124
54780,77452;3,992563057;3,640589062;902,902248;274,473509;54,40896623;12,66673618;-6,306141103;4,930307205
55231,26841;3,4516315;3,74350676;869,4379728;272,9712259;45,87959541;10,87274353;-7,305354735;5,028011727
54944,14331;4,56321665;3,594428853;1007,654796;276,952441;55,99835145;13,12245141;-5,91754259;4,906093913
55422,99451;4,366151056;3,574789717;1009,145861;277,5063438;44,83339837;10,84145341;-6,142228621;4,833221096
54868,47638;3,336365907;3,608834424;951,7605254;273,1721158;57,21493033;14,37905404;-7,834488042;4,956772746
54761,72187;3,354186536;3,702543469;851,660592;268,9012751;59,75593542;15,13792268;-7,301161371;5,054970963
54968,62322;1,661119531;3,645354217;922,1261932;268,6048365;51,1060999;14,44341564;-8,79369209;5,006957729
55502,09587;2,313084893;3,783571632;894,6497745;266,6996638;54,66787363;13,08264395;-7,803259675;5,149297017
56035,98842;2,629415666;3,794281588;910,9684643;271,5139972;45,29979399;11,49515689;-7,773097761;5,110565678
58065,0184;4,342437053;3,873904086;1010,041077;285,7508548;15,63704062;3,000418867;-6,662759682;5,004817176
56361,4379;4,535977357;3,604179009;1074,213377;278,2212115;46,24600152;10,35637736;-5,947298058;4,90071022
55893,71826;4,03422813;3,459662033;1040,667368;275,9342183;55,8632583;12,60516214;-6,964673015;4,815510133
55461,97936;3,901408229;3,587249931;911,363629;267,0300068;61,99640939;15,7686215;-6,697596304;4,942428115
56272,85718;4,37675517;3,603548883;1008,751241;273,7788865;55,08172649;12,49462213;-6,153020145;4,905788595
55875,24362;1,92097081;3,684925557;932,6816411;267,3373907;54,43770307;14,12854982;-9,17715063;5,073507092
56620,74618;4,304866614;3,574017911;1057,68771;283,6021346;50,2892173;11,88550154;-6,584686088;4,870258005
58728,57294;3,701680425;3,741591042;1050,319216;279,5344448;15,18079756;2,871028171;-7,877635913;4,866860135
56462,15079;3,859730231;3,682832503;977,7668373;270,9576392;53,57157087;12,63171254;-7,29890731;5,070057093
58630,3921;2,976000054;3,823204397;1000,49735;282,4612377;18,20095892;3,784532971;-8,365198486;4,954326015
56756,06125;4,027956902;3,531103346;1047,793697;274,2115324;44,32810832;11,85733989;-6,835951901;4,851410242
57503,35975;3,839008177;3,738929585;984,5059023;272,3216653;37,8363877;9,23550898;-8,173797093;5,058479256
