;Age;predMAT.fit...1.;predMAT.SEP.boot...1.;predMAT.fit...1..1;predMAT.SEP.boot...1..1;predMAT.fit...1..2;predMAT.SEP.boot...1..2;predMAT.fit...1..3;predMAT.SEP.boot...1..3
68;9,0955057;8,21244014;3,04263291;1214,542718;276,6836075;17,62787553;2,862117747;-0,612934051;4,132392669
69;9,228622763;8,483898875;2,984328902;1189,060763;269,161629;17,34685771;2,881535454;0,081050308;3,999449924
70;9,113874243;8,914072519;2,901214335;1150,271915;270,238399;18,37250452;2,786601703;0,716287334;4,160931169
71;9,375293073;6,949063867;3,337182076;986,5865941;305,5454385;17,26435058;3,125229197;-1,927346964;4,478336655
72;9,442728663;4,730485639;3,497542244;669,4756122;230,1562476;18,35595041;2,72781633;-8,48377318;5,458828948
73;9,434882674;3,627266981;3,22273041;742,3795548;233,6341666;17,16001038;3,058634494;-9,137500373;4,780592279
74;9,52653567;4,160693897;3,309254675;753,805814;233,9870475;17,10660156;3,052512246;-8,852931749;5,118951202
75;9,732719659;4,387015313;3,51456592;703,4127886;226,3204668;17,93220392;3,157700784;-8,662240686;5,166894673
76;9,940184608;3,76552181;3,389480067;667,4845949;223,590932;16,83402801;3,030408063;-8,578682421;4,922307414
77;9,876563582;4,116669462;3,174723653;622,2399346;221,844569;16,88148488;2,922498522;-7,886850586;4,92479808
78;9,851817502;3,864758023;3,152676036;618,14875;211,8256141;16,52965732;3,005560526;-7,813826991;4,730077732
79;10,06055049;4,621652798;3,188894449;586,6982489;224,5465655;17,19708217;3,011574355;-7,329190862;4,933066969
80;10,18964933;4,805177887;3,182593333;579,4854014;225,6086402;17,33260872;2,998264638;-7,015405633;4,880502088
81;10,29919494;4,862092489;3,134960361;571,6297728;222,8259557;17,41006122;2,97296221;-6,926259142;4,879259526
82;10,45520231;4,839228281;3,121525545;571,3850631;222,0887398;17,37009699;2,976908006;-6,867983156;4,882600014
83;10,54380055;5,052943658;3,11542575;573,2403723;229,0613608;18,10956399;2,994284129;-7,386589953;4,957898599
84;10,68990731;5,383607231;3,225853117;560,5967573;227,9450418;18,15995767;2,913338768;-6,733399743;5,089177649
85;10,86125988;5,909708244;3,223286952;566,1380025;228,8459479;18,4437666;2,91459565;-5,599011181;5,07716783
86;10,95120399;5,836063102;3,281506945;560,4712788;229,5708693;18,42017459;3,00815969;-5,807903029;5,147882551
87;11,00571272;6,034233635;3,256316827;552,0214605;227,5057516;18,36288587;2,944562439;-5,508639763;5,189900455
88;11,10676633;5,736142045;3,488010499;555,1000499;216,817573;18,48934893;3,109062913;-5,215272599;5,542863676
89;11,23002202;5,801569473;3,463647195;553,5308784;217,1420327;18,56487372;3,081997142;-5,269505459;5,54359195
90;11,35272247;5,841552502;3,465763875;543,2163726;215,9098698;18,55656882;3,059495159;-5,222872686;5,567175745
91;11,47636708;6,938671625;3,61733661;545,1186125;219,9958969;19,37773021;3,228880694;-4,150059536;5,63210462
92;11,59030819;6,915420451;3,61233553;546,0951411;219,6297773;19,39116203;3,224523088;-4,141332431;5,664189569
93;11,7439569;6,22563185;3,941250346;579,9092481;237,1658784;19,40246196;3,822786251;-5,902088178;5,606478531
94;11,83019857;6,902953812;3,687333143;545,6723816;218,5290719;19,43539544;3,285018805;-4,004083269;5,696933165
95;12,05933566;5,998887059;3,501898969;554,3880707;220,504203;18,47458818;3,157658083;-4,960643612;5,511580592
96;12,16695187;5,858277925;3,710077433;602,1212009;227,3258489;18,56972818;3,35679172;-5,670835618;5,614609847
97;12,53285353;5,760556057;3,676701597;589,1016505;213,6775027;19,07311296;3,115102537;-6,044482119;5,66582748
98;12,80211224;6,323749071;3,794887274;631,7101123;218,9385371;19,20944418;3,013259427;-4,980479823;5,80570928
99;13,02988673;6,133941885;3,752927025;627,009558;220,3831817;19,05613586;2,978330707;-5,508801931;5,779465288
100;13,21088359;6,64075127;3,791491153;640,2089244;221,2347044;19,3670166;3,053717494;-5,525713523;5,720044163
101;13,44898803;6,843498836;3,748451093;645,5841131;217,9079322;19,21180295;3,016255791;-5,387705037;5,617949001
102;13,61152697;5,287225744;3,306372131;633,1121865;217,8108858;18,03718129;2,739519786;-6,842101119;5,239519012
103;13,57629102;3,600316985;3,539643675;690,7649672;223,274227;15,90966895;3,170084546;-6,687056163;5,368211378
104;13,81750088;4,626107126;3,247636145;655,6130546;214,0688219;17,06350506;2,970162473;-6,777134644;4,942284718
105;13,97844465;4,191736005;3,032781132;621,8715639;211,49557;16,99409463;2,82995242;-7,882198154;4,706511664
106;14,47239478;5,181942762;3,603710194;660,8129411;235,2401118;18,61915971;2,767039104;-8,251568962;5,423508839
107;14,58593233;4,567997782;3,470499538;565,8915056;231,7608332;18,4428206;2,730919072;-8,733253141;5,317937776
108;14,34675672;5,772572099;3,235913459;565,965281;216,646557;18,64214696;2,941438542;-6,438289134;4,973266133
109;14,75217963;4,591979305;3,478482247;642,3518779;227,1062551;18,04673736;2,766484128;-7,666220433;5,536538158
110;15,10813924;3,393375368;3,340223489;671,9146548;223,885509;17,39701346;2,666314772;-9,825155431;5,232251839
111;14,85074574;3,669675859;3,092887238;610,9159491;215,5586966;17,32970902;2,778140165;-8,953581227;5,106045611
112;15,3112887;4,739045393;4,024633468;677,0135237;230,5268761;17,67549817;3,537317994;-6,679800523;5,597407132
113;15,5027524;3,410470227;3,36949265;635,7851978;216,1989575;16,82275707;2,948871355;-9,281579611;5,187922284
114;15,82876324;3,238287888;3,189187937;648,9596844;219,6057086;16,74962108;2,739107137;-9,486997055;4,863894469
115;15,99654021;3,3653591;3,175664031;657,0918451;220,7960836;16,81068839;2,760913766;-9,367688679;4,825677307
116;16,19389103;2,947347672;3,251459503;717,2655262;233,1754093;16,25484527;2,865655575;-9,63228409;4,844879401
117;16,24975277;3,77873092;3,412023196;715,2086081;236,2473116;15,93930047;3,056022126;-7,08594671;4,98448215
118;16,84564512;2,811369459;3,324062154;747,2880414;234,7843669;16,22522676;2,785074899;-10,05150935;4,952854424
119;16,92973638;2,516080958;3,44100217;768,7721794;237,65402;16,14419689;2,951271798;-10,74302477;5,070687299
120;16,54038863;2,319497862;3,183137182;670,9835556;228,9421687;16,71246932;3,040315077;-11,12554778;4,998279827
121;17,30163141;3,951689361;3,482328614;696,0471253;233,0990863;17,3732525;2,913918626;-8,649919831;5,201879964
122;17,59332839;3,732191957;3,426079282;648,6651467;236,3743421;17,37902945;2,715780565;-9,058474173;5,221247626
123;17,40074793;4,251685698;3,246280815;701,6596352;225,347664;16,84376404;2,871057792;-7,267736966;4,950258959
124;17,77147637;4,338663641;3,288476466;662,5927845;227,8244619;17,38777253;2,632007695;-8,112337394;5,093177798
125;17,66270125;4,182842063;3,357528643;641,305893;225,8835837;17,51039258;2,793859449;-8,16585196;5,236580226
126;17,55660719;4,910866903;3,271266967;674,0041583;227,9608778;16,84793259;3,087284732;-5,896251731;4,887515798
127;18,03850882;4,850325688;3,258085991;670,9548939;218,9055438;17,3417063;2,750953385;-6,56679965;4,956415617
128;18,20412232;3,260824271;3,235497659;656,2164259;217,2330445;16,6588904;2,775348714;-9,46424156;4,963365799
129;18,05702502;4,312083183;3,176791069;631,0210346;233,4063358;17,63359586;2,982698401;-8,093253272;5,027375822
130;18,74483688;3,915972467;3,255337218;655,2690236;232,4636747;17,86616428;2,642381984;-9,215191042;5,100044162
131;18,65773471;3,005738022;2,95488712;617,6580698;230,6548269;17,4183506;2,514326695;-11,32202794;4,621109591
132;18,59444634;2,787688126;3,261132585;693,7963212;226,6178231;16,36777717;2,831267189;-10,17868848;5,169247435
133;18,96930635;3,222480683;3,218978773;662,7855805;229,3046194;17,27164901;2,529199819;-9,977674242;5,193274956
134;19,18005052;3,515646805;3,300208003;629,8569614;236,0991778;17,89946188;2,535537679;-10,01567684;5,267537468
135;19,45519422;3,707435219;3,326504527;680,1131975;241,0571015;18,12731725;2,565155738;-10,05156949;5,249904819
136;19,77873539;3,747852041;3,33875226;690,1352634;240,2021203;17,60345157;2,565563324;-9,506050568;5,223386358
137;19,90778056;3,682616763;3,284403392;687,1143462;234,9886294;17,39853383;2,535175935;-9,451143732;5,135924162
138;20,05130562;3,642046976;3,299239307;687,2995496;234,9895282;17,35772422;2,517954415;-9,52172267;5,156465615
139;20,2171429;3,648761101;3,285437483;687,9144375;231,5058765;17,38701832;2,527534051;-9,645693899;5,14535851
140;20,26216672;3,482669456;3,304919058;703,3560718;229,2809112;17,24857533;2,591462032;-10,18639601;5,2346626
141;20,03336464;4,031889585;3,213326748;651,5534317;216,6510075;16,79136432;2,721476112;-7,563276446;5,215173863
142;20,60577125;4,701258886;3,368161982;676,0552101;231,1386771;17,80720049;2,638902753;-7,815393016;5,4243421
143;20,47874295;3,84080282;3,31293635;687,7422991;234,868867;18,37379163;2,564864517;-9,642485597;5,462789489
144;20,14540673;5,659703564;3,774897354;647,0539942;231,9222657;19,03302619;3,1579534;-6,646949323;5,752948875
145;20,99261713;5,106428181;3,679550837;639,3508123;240,8117606;18,73401255;2,846987281;-8,40263094;5,584217669
146;21,06828373;5,373938142;3,570387499;569,981015;228,4987418;19,23052328;2,858747811;-7,774781991;5,530076041
147;20,8093221;5,075328811;3,699588495;494,8003932;215,0081575;19,04336233;3,034969063;-6,528969179;5,930935981
148;21,00528769;4,862489344;3,509109697;540,5982107;209,6206182;18,59268745;2,921162985;-7,241152561;5,671336597
149;20,98460993;6,719307136;3,808908504;558,8419297;207,4198793;20,02716108;3,008638521;-6,625837847;5,952665472
150;21,11272114;4,826136685;3,388457762;591,7121166;207,7785147;18,34154149;2,87194723;-7,984364392;5,449144398
151;21,5114082;3,296529538;3,260448359;588,5417605;221,1746669;17,62385643;2,637433303;-10,24465486;5,373975016
152;21,57755331;4,707709505;3,661853481;587,0046189;231,0841822;18,60236058;2,97169552;-8,123934014;5,822940146
153;21,58266964;3,712972493;3,458126729;581,254311;231,1902115;18,02981377;3,245673173;-10,23881647;5,332598334
154;22,01487922;5,692665753;3,935939069;610,4944546;237,3263236;19,38386312;3,403527177;-7,007779278;5,721719028
155;22,10274028;4,90276227;3,716051843;598,8250131;227,1716649;18,55671897;2,970951541;-7,589164517;5,775655857
156;22,3346656;5,033239851;3,753923183;633,2985096;229,5804565;18,59082954;3,017650762;-7,447099396;5,759395687
157;22,40132847;4,68900274;3,73802639;633,4792473;228,1346139;18,75680735;2,9790388;-8,311203103;5,822642066
158;22,63278106;3,784677015;3,59031899;633,3736969;230,4780431;18,12318106;2,880058803;-9,355466565;5,700707146
159;22,78877833;3,575226756;3,321328969;638,9639924;229,0531302;17,83074004;2,653070184;-10,07094419;5,420377102
160;23,16742905;3,911735753;3,602471438;644,5602237;233,678986;18,18963097;2,806391174;-9,918462483;5,643698353
161;23,16830093;5,491787068;3,847068333;674,907571;232,2940762;19,22812085;3,008620351;-7,141990746;5,746510503
162;23,16760628;6,727781763;3,767073131;640,3997238;224,9580501;20,05658555;3,043146183;-5,195053778;5,728218257
163;23,36763772;6,714684163;3,726761937;607,5082749;224,2591719;19,91554121;2,968619976;-5,098175705;5,786029101
164;23,58750364;8,512563202;3,515083497;604,9344522;221,9736448;20,47914447;2,869302548;-3,672179047;5,491057737
165;23,51766817;9,235378121;3,270958023;595,5040113;210,9310409;21,11954388;3,019062335;-1,559231788;5,229406395
166;23,76919488;7,828808655;3,697119132;555,61876;216,4299814;20,64129446;2,901002758;-4,920027373;5,694103666
167;23,94006029;7,324815202;3,672987771;516,0228753;201,6393503;20,23064645;3,022403377;-3,198682027;5,654407777
168;23,84732415;9,203542659;3,471309757;396,4956633;178,8330711;22,4388444;3,075813579;-3,405092411;6,005860742
169;24,05413334;9,211975453;3,595353916;395,929742;178,4544182;22,4453004;3,088759448;-3,397042522;6,083162677
170;24,15365895;10,8461034;3,529277764;416,0224584;178,6253428;23,26078746;2,99058073;-1,434867003;6,04420715
171;23,97388821;8,329832392;3,409486102;401,8503533;175,1795498;22,40080187;3,204493499;-3,556098712;5,883371668
172;24,27318349;8,479877345;3,466101451;401,818654;175,8803451;22,59118606;3,314412678;-5,422493894;5,855468812
173;24,28708245;9,292020685;3,488112507;363,9653939;179,5916576;24,16400518;3,357262875;-3,6746508;5,804238299
174;24,33035092;9,164147678;3,572894226;360,2661147;178,6564572;25,01625591;3,801952552;-2,095496283;5,853242623
175;24,67420139;9,345908759;3,513804143;361,6804278;184,5637099;23,99291502;3,474854386;-3,607478705;5,713395948
176;25,20371281;7,302314685;3,232048082;511,135011;191,1670967;21,31935853;2,851489151;-6,212597248;5,287750051
177;25,3565685;8,782575958;3,96070696;541,4333597;213,6333;21,13471877;3,609293391;-3,446376631;5,648891857
178;26,34281817;6,756977439;3,695017891;632,6327759;211,3471873;19,44783448;3,02740352;-5,749705982;5,656580882
179;27,18827846;4,081942824;3,62261147;776,0513007;237,3736364;16,35125998;3,029331671;-7,119626522;5,397123806
180;26,67951718;5,35099527;4,218603503;770,4522254;239,1439046;16,75957937;3,599281857;-5,232442846;5,572759298
181;27,79257933;2,891707678;3,488873584;824,4749985;230,0816584;15,88139312;2,856580981;-9,258172925;5,066350946
182;27,98918742;3,288125244;3,657290106;789,0222424;235,5118643;16,14020799;2,857671;-9,011210179;5,30894523
183;27,12071476;2,366541857;3,445911349;755,8517742;224,9688856;15,43151967;2,933208675;-9,597178396;5,202432599
184;27,82376692;3,727696118;3,400756098;695,9158759;224,2660686;16,74878127;2,897387634;-8,644396274;4,987770439
185;27,98899803;3,570013033;3,466109559;695,3881551;221,6869531;16,49408782;2,951507422;-8,337261535;5,01050305
186;27,80598475;4,724984223;3,503777591;653,1693752;214,9535217;16,71782673;2,989010369;-5,965102236;5,066889385
187;28,01882776;5,272687364;3,538371936;591,5963994;218,8605018;17,41928961;3,126139406;-5,960418954;4,825919033
188;27,93198897;3,653265669;3,527202746;673,7268338;214,0217463;15,85076913;3,214052353;-7,49031647;4,918463265
189;27,79436806;4,010124975;3,574681213;666,8568992;208,3381091;16,06002647;3,251093674;-6,942984867;5,106876486
190;28,05289897;5,280992324;3,583359725;616,8434526;211,9024878;17,3708669;3,38115441;-6,093792851;4,810724172
191;27,78079916;5,844429603;3,285175691;586,6337901;207,0273337;18,88901452;3,040712206;-5,416867749;4,736042847
192;27,52914074;6,148711407;3,518823649;676,6927897;233,8101172;18,75706949;3,138165491;-5,491569335;5,603712987
193;28,44818858;9,08102045;3,632857174;556,8903523;218,5922156;20,93868373;3,169485003;-2,91010198;5,311276358
194;29,17339431;7,71963337;3,978106484;639,6682019;220,2176971;20,01801047;3,13206505;-4,892462612;5,599650765
195;29,64840239;7,392311641;4,144157772;679,2395643;240,2765415;18,79292769;3,47850366;-3,977588044;5,42778563
196;29,58301001;6,882525603;4,156145684;740,451563;250,6869927;18,2912074;3,599232383;-3,786484082;5,481668718
197;29,2328795;7,91988501;4,032472058;605,725699;237,6220338;19,297441;3,627881886;-2,977792397;5,5546336
198;29,15357735;5,868961439;4,212175801;765,5313679;242,0212002;17,10807115;3,666927743;-4,689921302;5,614792258
199;29,79553367;7,252714327;3,655009612;644,3870004;214,6508159;19,05269496;3,085739047;-4,313847538;5,480723715
200;30,23048618;3,724512647;3,241618234;645,4991781;220,2180321;17,55763625;2,882199571;-9,441946474;4,950571388
201;29,53092055;4,792273995;3,524313334;623,9697907;218,127884;17,54939126;3,199054491;-5,704520118;5,340580153
202;30,66836867;3,760627168;3,759570099;690,5117147;228,3885103;16,55466769;3,151848698;-7,132403959;5,653344933
203;30,29585712;5,834191438;3,420348379;577,0287955;214,3738934;18,25248867;2,915689912;-5,677873584;5,046059136
204;29,85250833;4,445608449;3,257540585;600,8894057;213,5889375;16,84483278;3,049796132;-6,50981881;4,771924105
205;30,28918072;5,928322643;3,339748898;559,3784346;213,6101052;18,1997166;3,067863419;-5,553353279;4,780208728
206;30,3494468;5,044397337;3,502389079;601,5214025;208,1978166;17,40734794;3,280482063;-6,377100681;4,840017598
207;30,49262984;5,201504115;3,544681443;614,6750839;209,9825606;17,37561537;3,340182257;-6,201744065;4,85841065
208;30,67063071;4,477357987;3,62833624;636,8226077;212,4715049;16,75965352;3,373259929;-6,370365531;4,938862227
209;30,7026292;4,626139464;3,576814191;640,4693601;214,1688456;16,99163721;3,369984498;-6,346920637;4,87026984
210;30,87709772;5,621659484;3,468668536;580,9119427;233,7803;17,9082401;3,329567398;-5,593683692;4,806780854
211;31,21214075;6,418681398;3,387061943;554,5547665;220,6973058;18,56747497;3,199730322;-5,560865726;4,645193679
212;30,9910154;5,718504406;3,429313684;604,8051546;220,1671756;18,1277696;3,251939554;-5,944846467;4,851865011
213;31,22201512;5,8849037;3,458836814;597,9380082;219,8194652;18,28733723;3,441592366;-5,819782718;4,717939336
214;31,29536753;6,430500716;3,397950906;578,4721495;214,3465512;18,5333075;3,16358732;-5,340281009;4,888788992
215;31,32190621;5,498236067;3,338764922;630,8929732;212,7599118;18,07512854;3,095808607;-5,981692157;4,793657584
216;31,33376145;6,077285698;3,368360568;560,2448024;218,2956657;18,71227839;3,22765033;-5,379940035;4,756885585
217;31,94767724;5,830019445;3,294258766;597,2175593;198,4936417;18,79292062;3,057620696;-6,3040537;4,620289083
218;32,04265877;5,454143934;3,234935979;647,6707527;212,3041707;18,72715887;2,931958678;-6,667945029;4,797384121
219;31,95986879;6,314008998;3,322163454;598,9324373;198,386416;18,80298036;2,962254822;-3,915188074;5,120679401
220;32,25298652;8,023079308;3,566567224;546,009946;215,9798479;20,14817499;3,140349247;-4,251310142;5,482026629
221;31,17328995;7,907220597;3,349085443;543,1162285;196,6509346;21,27719056;2,88124765;-4,934256386;5,620125846
222;31,49608081;7,619046474;3,457430469;534,6943836;200,9587181;19,94013248;3,161677079;-3,890601356;5,388209014
223;32,31665377;5,81345771;3,263402389;581,1547222;199,2940158;18,51514302;3,079145829;-6,052886126;4,842761876
224;33,25920016;4,996752426;3,66706377;682,7644108;237,9596328;17,0343668;3,424268808;-6,664842565;4,979232761
225;33,51382781;4,29861206;3,465445812;634,6901322;225,6669828;16,58674048;3,161401098;-6,989472731;4,914753203
226;34,99343754;2,703402808;3,412284111;716,2407397;224,50328;16,22330127;2,957621239;-9,867064138;4,968752234
227;33,80202276;4,729559614;3,651451345;701,5614802;224,6597706;17,18968943;3,1814024;-7,703160405;5,3932334
228;33,68763433;5,533581411;3,467976686;614,0120861;233,6457794;18,22329913;3,034033227;-5,838772643;5,254826865
229;35,49456105;4,59558622;3,358385291;644,4231601;227,7249468;18,20690581;2,915901382;-8,894406639;4,934738135
230;34,03249993;6,813700185;3,364358712;594,6606779;211,6126687;19,24287896;2,855149132;-4,893180139;5,14805451
231;33,69653699;5,664878078;3,387239844;537,5248038;201,4268535;19,01520714;3,00423668;-6,708843131;5,135579933
232;33,34680143;8,436408317;3,259711368;516,7761264;189,2851378;21,01249495;2,703416095;-3,705519309;5,285969304
233;33,12533367;8,406357118;3,145221426;407,2110358;173,0045823;22,44523827;2,665858902;-5,042793413;5,559898914
234;34,54373515;9,918716295;3,432589723;455,1723158;181,0066391;22,97303178;2,6760327;-1,353887357;5,655782867
235;34,60382068;8,61052507;3,365933915;427,5331829;179,5880884;22,45655517;2,87181257;-5,24238742;5,637277196
236;34,5230784;9,314657319;3,323074692;433,2247099;180,1131701;22,41479011;2,708473328;-3,101877702;5,509129513
237;34,11639255;8,193679182;3,241257545;518,0402336;183,0640915;22,19113631;2,681868155;-5,264629695;5,668998808
238;35,7536787;5,55251911;3,420195797;557,0107063;193,1949338;19,11568121;2,933391181;-6,783296059;5,158526947
239;35,70777473;4,2700461;3,373017957;665,1519656;233,6012766;17,65328944;2,890523373;-7,546547405;5,166276858
240;35,36356918;3,390685392;3,312924215;688,8353431;238,7079982;16,59279078;3,127911615;-8,924707854;5,205066437
241;36,71301539;3,014500543;3,446891463;737,4164132;237,3699451;15,25057361;3,153667802;-8,409514275;5,011358662
