Age;pred.fit...1.;pred.SEP.boot...1.;pred.fit...1..1;pred.SEP.boot...1..1;pred.fit...1..2;pred.SEP.boot...1..2;pred.fit...1..3;pred.SEP.boot...1..3
1814,325939;8,94238839;3,61898579;1129,080097;299,1244041;18,21721203;3,057174471;0,279892488;5,176431619
1926,580802;9,39289424;3,63733737;1139,006157;311,4375291;18,30523131;3,060673951;1,080025744;5,258661771
2005,860327;9,42789769;3,627350398;1137,515407;310,2990089;18,21166562;3,043440814;1,345543379;5,257819357
2120,757228;9,388719732;3,620420104;1133,698072;310,2110974;18,20904025;3,039749972;1,281363452;5,248437912
2213,634909;9,694416043;3,596146625;1141,770319;311,2135018;18,3881101;3,032850459;1,699692887;5,207406059
2290,969689;9,631963384;3,569273424;1139,237207;309,4914275;18,38366905;3,036368399;1,674217793;5,193917059
2320,451688;9,488531882;3,501212461;1053,144118;296,0026537;19,01717251;3,076637984;1,231604973;5,169861094
2441,492238;8,883378274;3,529634073;1082,887167;303,075057;18,19889164;3,08422898;0,598689907;5,23302708
2580,060981;9,825730925;3,630472199;1144,522785;312,2455321;18,46984305;3,078112533;1,878371912;5,311447303
2625,882917;9,48907148;3,584055884;1119,005546;301,850547;19,82215566;3,102744506;4,373476111;5,267535111
2734,869942;9,84478712;3,573083274;1068,316139;306,6031724;19,50319137;3,110089829;2,974862963;5,281774639
2865,33406;9,95755474;3,637721615;1166,047289;321,6788293;18,97279358;3,08745848;3,353053869;5,320969964
2948,721756;9,43204271;3,586839123;1156,33577;318,1490087;18,81278011;3,080987349;2,612560491;5,251360824
2998,523026;9,7175782;3,511423184;1124,75646;309,7459281;19,41263564;3,08470258;2,866380762;5,189355877
3144,338045;8,64410616;3,581077309;1135,480754;320,6174578;18,91122079;3,071975214;2,8264881;5,274656775
3259,883682;9,34808303;3,609869762;1147,873514;330,2999949;19,36240503;3,082742348;3,401375954;5,29885038
3344,256728;9,4588345;3,613564231;1143,446119;336,1535827;19,87860771;3,101796375;2,8531054;5,309935925
3449,131951;9,70971038;3,608967516;1145,096616;336,5250641;19,89840214;3,103603407;3,285795262;5,27775981
3549,009284;10,47818552;3,579957355;1215,889768;335,3818238;20,30782903;3,08663807;4,409800555;5,178377165
3607,834637;9,71958276;3,507737109;1168,878231;325,5978364;19,93762097;3,110178928;3,744435529;5,112084197
3754,758336;9,97153844;3,614239107;1144,295459;335,6210187;19,89717482;3,104898567;3,745661242;5,25331439
3866,138283;9,60468677;3,653610013;1128,026011;335,156255;19,37461727;3,122357977;3,634199523;5,314116702
3858,889962;9,08176005;3,518255147;1100,546528;314,9369195;19,51355268;3,118397406;3,328796273;5,233654107
4067,715458;9,75152486;3,653162648;1162,922026;328,5214944;19,27320861;3,084201386;4,177105192;5,322521931
4148,935387;10,23708506;3,694550386;1176,598131;333,128554;19,66368747;3,108635198;4,565837734;5,426941918
4270,578359;8,5640559;3,600110686;1166,387158;322,0800805;19,21449849;3,081416836;1,900695858;5,18798578
4370,877736;10,20612779;3,626595521;1215,751292;327,9257911;19,74028872;3,085185329;4,56591302;5,260562079
4476,263758;10,03580732;3,639347773;1190,69269;332,3015322;19,46465952;3,121528735;4,502872481;5,286781038
4584,470568;9,06948123;3,542748644;1173,337467;327,2840025;19,36934494;3,063017776;2,750781274;5,085772676
4596,728576;9,14794095;3,449366783;1136,404704;319,5003504;19,83197042;3,090941214;3,012886254;5,109299084
4762,611428;9,73717178;3,531854324;1199,89276;326,6215708;19,63807387;3,046652424;3,844134497;5,100804209
4880,170875;10,35741655;3,536305635;1199,506185;336,7898634;20,33495363;3,087809522;4,154845895;5,122998932
4981,699488;10,55894785;3,536191957;1208,268867;339,0243008;20,50830105;3,09457411;4,347386041;5,136844054
5082,636572;10,60863785;3,530783871;1208,938994;339,2960351;20,65305;3,089939145;4,292448789;5,134778904
5178,863655;10,5520489;3,519181837;1194,26687;339,549766;20,72821252;3,084010686;4,059377293;5,115770689
5291,459455;10,70400563;3,510248859;1205,181295;341,3976862;20,88494213;3,086230422;4,184663975;5,108465633
5387,834166;10,69816414;3,505635968;1199,357838;341,8782152;20,93256851;3,086893763;4,110024671;5,101356133
5456,491621;10,07533962;3,512605406;1194,181086;334,908321;20,50992069;3,085938147;3,506001273;5,137045508
5575,684409;9,68928883;3,490258306;1172,459784;329,4316783;20,42524464;3,06958906;2,869315675;5,056583768
5679,191364;10,03936031;3,504829539;1197,841911;341,63019;20,71638214;3,08196434;3,108495012;5,129660618
5777,240875;9,92196076;3,504129018;1205,836691;346,1504744;20,88003421;3,102122539;2,758955238;5,143274702
5895,578898;9,90309563;3,510244267;1221,148138;354,0956049;21,2942898;3,133525631;2,37625181;5,177226809
5975,679393;9,64508111;3,559690174;1238,942304;359,9840229;21,3005729;3,202313675;2,017466626;5,243268975
6093,474509;9,69596337;3,556542565;1241,917213;360,6386863;21,30231264;3,205821994;2,10661451;5,237635398
6178,290845;9,60028391;3,537693791;1237,121039;352,1843893;20,92331422;3,175205579;2,320925895;5,166990489
6260,698183;9,95988181;3,533104593;1220,8019;352,0456736;21,29466033;3,200934777;2,704694069;5,218303147
6387,02457;9,26258287;3,563585503;1265,2731;361,6207457;20,85926985;3,217053007;1,728851583;5,257432201
6507,902558;10,23984675;3,5999626;1309,342028;373,3984655;21,53584521;3,274317385;2,812462275;5,346549728
6595,813822;10,19362676;3,601941382;1313,97497;374,4220561;21,48760457;3,275762011;2,762962531;5,356610269
6694,233661;9,91971631;3,619742318;1313,984912;375,1451436;21,26103895;3,276047408;2,474391183;5,395368028
6816,658045;9,64427365;3,569731503;1337,937851;359,5177128;20,7149304;3,202242533;2,779417011;5,204349368
6932,961209;9,20377901;3,615479906;1332,580753;364,9645271;20,47214328;3,254814779;2,10258745;5,334797776
7032,200561;9,04796662;3,644540274;1284,450259;382,0456836;20,87744613;3,293984448;1,186347151;5,493980944
7169,067122;9,35337777;3,610234635;1262,809022;361,9866039;20,8468878;3,188806003;1,896224799;5,358104241
7144,156661;11,11294993;3,459684815;1219,805517;335,6921956;20,4990868;3,15275746;2,210877121;5,13692661
7273,661743;9,598994438;3,49208846;1194,977065;348,6712427;19,81058392;3,224981965;0,077052359;5,307163585
7547,374278;9,648284372;3,580889723;1282,925196;359,4213723;19,47803369;3,193516705;0,294487839;5,288346867
7691,799371;10,17483468;3,592824578;1317,604762;362,3436587;19,76660434;3,20387216;1,127682729;5,323189192
7824,044832;10,47792535;3,56147588;1214,837232;340,3912628;19,93558522;3,146191998;1,262190453;5,116023067
7994,650773;11,06806199;3,593537519;1370,427199;359,9705642;19,88187979;3,185596932;2,860844283;5,310522512
8110,937867;10,93834622;3,609836203;1396,904848;344,3392027;19,60918193;3,186054088;2,830940138;5,194798906
8253,930686;9,81883836;3,646424724;1277,597381;344,0146265;19,54314639;3,147821956;0,667913897;5,310739715
8382,456391;11,71199211;3,67511376;1390,765656;341,5516916;19,89712827;3,174851618;4,134760942;5,298176602
8270,271466;10,12097086;3,502862841;1288,686659;335,6539034;19,43096808;3,226524424;2,065199088;5,369448978
8457,734416;9,825971186;3,448076357;1168,648412;331,1018236;19,93314218;3,14673973;0,99002886;5,22304995
8818,255848;9,119023899;3,570998699;1297,994715;347,2822266;18,78172927;3,10629569;0,256312995;5,210364421
8889,654743;10,57087498;3,543183184;1271,280321;335,1486854;19,72768573;3,085933525;2,480194724;5,144904591
9095,5057;8,618097974;3,608945883;1238,504549;341,8248687;18,78901561;3,111009519;-0,761931817;5,251139873
9228,622763;8,849702578;3,618426726;1260,284159;328,6356331;18,44547751;3,111061269;0,192163505;5,221599663
9113,874243;9,222048759;3,472743912;1143,848828;316,9718347;19,31998068;3,133578244;0,572247892;5,192137015
