"";"Ages";"optima";"mean";"Ages.1";"X0.5_inf";"X0.5_sup";"X0.95_inf";"X0.95_sup";"Ages.2";"optima.1";"mean.1";"Ages.3";"X0.5_inf.1";"X0.5_sup.1";"X0.95_inf.1";"X0.95_sup.1";"Ages.4";"optima.2";"mean.2";"Ages.5";"X0.5_inf.2";"X0.5_sup.2";"X0.95_inf.2";"X0.95_sup.2";"Ages.6";"optima.3";"mean.3";"Ages.7";"X0.5_inf.3";"X0.5_sup.3";"X0.95_inf.3";"X0.95_sup.3"
"131";131;12,2611305652826;12,2493907598199;131;8,92746373186593;15,5947973986993;2,54027013506753;21,9819909954978;131;389,884942471237;597,311799757801;131;257,968984492247;589,224612306154;120,190095047525;1267,85892946473;131;2,10805402701351;2,10117492613474;131;-1,55377688844422;5,73986993496749;-8,51725862931466;12,7333666833417;131;21,1465732866433;21,1402817739121;131;18,2021010505253;24,064032016008;12,5832916458229;29,6828414207104
"132";132;11,2246123061531;11,2314973135119;132;8,08704352176088;14,3621810905453;2,064032016008;20,4132066033017;132;411,870935467735;633,933716890407;132;271,160580290146;624,402201100551;126,053026513258;1349,93996998499;132;0,757378689344677;0,76470364254414;132;-2,7543771885943;4,29914957478739;-9,53776888444222;11,0825412706353;132;20,2821410705353;20,2745492787875;132;17,4457228614307;23,0915457728864;12,0430215107554;28,5212606303152
"133";133;11,2246123061531;11,2314973135119;133;8,08704352176088;14,3621810905453;2,064032016008;20,4132066033017;133;411,870935467735;633,933716890407;133;271,160580290146;624,402201100551;126,053026513258;1349,93996998499;133;0,757378689344677;0,76470364254414;133;-2,7543771885943;4,29914957478739;-9,53776888444222;11,0825412706353;133;20,2821410705353;20,2745492787875;133;17,4457228614307;23,0915457728864;12,0430215107554;28,5212606303152
"134";134;10,272136068034;10,2809381909798;134;6,7423711855928;13,8299149574787;-0,0370185092546258;20,6093046523262;134;406,008004002002;623,66010426711;134;268,22911455728;614,142071035519;126,053026513258;1325,02251125563;134;-0,353176588294147;-0,338631671897528;134;-4,19509754877438;3,4887443721861;-11,5487743871936;10,8424212106053;134;19,3636818409205;19,3629117705823;134;16,3111555777889;22,416208104052;10,4492246123062;28,2781390695348
"135";135;10,272136068034;10,2809381909798;135;6,7423711855928;13,8299149574787;-0,0370185092546258;20,6093046523262;135;406,008004002002;623,66010426711;135;268,22911455728;614,142071035519;126,053026513258;1325,02251125563;135;-0,353176588294147;-0,338631671897528;135;-4,19509754877438;3,4887443721861;-11,5487743871936;10,8424212106053;135;19,3636818409205;19,3629117705823;135;16,3111555777889;22,416208104052;10,4492246123062;28,2781390695348
"136";136;11,6728364182091;11,682830393219;136;8,59129564782391;14,7823911955978;2,65232616308154;20,6933466733367;136;423,5967983992;618,708653430831;136;290,215107553778;621,470735367685;142,176088044023;1267,85892946473;136;1,44772386193097;1,44229359691449;136;-2,064032016008;4,95947973986993;-8,81740870435218;11,7128564282141;136;20,7143571785893;20,7084331278655;136;17,9049524762381;23,4967483741871;12,5562781390695;28,872436218109
"137";137;11,6728364182091;11,682830393219;137;8,59129564782391;14,7823911955978;2,65232616308154;20,6933466733367;137;423,5967983992;618,708653430831;137;290,215107553778;621,470735367685;142,176088044023;1267,85892946473;137;1,44772386193097;1,44229359691449;137;-2,064032016008;4,95947973986993;-8,81740870435218;11,7128564282141;137;20,7143571785893;20,7084331278655;137;17,9049524762381;23,4967483741871;12,5562781390695;28,872436218109
"138";138;11,3086543271636;11,299263097167;138;8,28314157078539;14,3061530765383;2,51225612806403;20,1050525262631;138;438,254127063533;637,851582233967;138;300,47523761881;641,99099549775;148,039019509756;1304,50225112556;138;1,14757378689345;1,14765277218562;138;-2,15407703851926;4,4792396198099;-8,51725862931466;10,8424212106053;138;20,4172086043022;20,4165653774969;138;17,6348174087044;23,1995997999;12,2861430715358;28,5212606303152
"139";139;11,3086543271636;11,299263097167;139;8,28314157078539;14,3061530765383;2,51225612806403;20,1050525262631;139;438,254127063533;637,851582233967;139;300,47523761881;641,99099549775;148,039019509756;1304,50225112556;139;1,14757378689345;1,14765277218562;139;-2,15407703851926;4,4792396198099;-8,51725862931466;10,8424212106053;139;20,4172086043022;20,4165653774969;139;17,6348174087044;23,1995997999;12,2861430715358;28,5212606303152
"140";140;12,7093546773387;12,6988418469077;140;9,65582791395698;15,7628814407204;3,80090045022511;21,6178089044522;140;447,048524262132;652,356571627594;140;304,87243621811;655,182591295649;149,504752376189;1338,21410705353;140;3,06853426713356;3,07888575124245;140;-0,443221610805402;6,61030515257629;-7,22661330665333;13,3636818409205;140;21,6868434217109;21,6853492641804;140;18,9314657328664;24,4152076038019;13,663831915958;29,6828414207104
"141";141;12,7093546773387;12,6988418469077;141;9,65582791395698;15,7628814407204;3,80090045022511;21,6178089044522;141;447,048524262132;652,356571627594;141;304,87243621811;655,182591295649;149,504752376189;1338,21410705353;141;3,06853426713356;3,07888575124245;141;-0,443221610805402;6,61030515257629;-7,22661330665333;13,3636818409205;141;21,6868434217109;21,6853492641804;141;18,9314657328664;24,4152076038019;13,663831915958;29,6828414207104
"142";142;10,272136068034;10,2612462891039;142;6,37818909454727;14,1660830415208;-1,07353676838419;21,6178089044522;142;391,35067533767;564,659997035125;142;269,694847423713;568,704352176089;134,847423711857;1147,66883441721;142;-0,503251625812908;-0,511749503727583;142;-5,00550275137569;3,96898449224612;-13,559779889945;12,5532766383192;142;19,1475737868934;19,1373922543958;142;15,7708854427214;22,4972486243122;9,31465732866433;28,9804902451226
"143";143;10,272136068034;10,2612462891039;143;6,37818909454727;14,1660830415208;-1,07353676838419;21,6178089044522;143;391,35067533767;564,659997035125;143;269,694847423713;568,704352176089;134,847423711857;1147,66883441721;143;-0,503251625812908;-0,511749503727583;143;-5,00550275137569;3,96898449224612;-13,559779889945;12,5532766383192;143;19,1475737868934;19,1373922543958;143;15,7708854427214;22,4972486243122;9,31465732866433;28,9804902451226
"144";144;11,1125562781391;11,114320229756;144;7,91895947973987;14,3061530765383;1,78389194597299;20,4412206103052;144;406,008004002002;626,177420015512;144;266,763381690846;615,607803901952;123,121560780391;1335,28264132066;144;0,427213606803406;0,417417665290452;144;-3,26463231615808;4,11905952976488;-10,3481740870435;11,2026013006503;144;20,2011005502751;20,1948795791275;144;17,3376688344172;23,0375187593797;11,8539269634817;28,5212606303152
"145";145;11,1125562781391;11,114320229756;145;7,91895947973987;14,3061530765383;1,78389194597299;20,4412206103052;145;406,008004002002;626,177420015512;145;266,763381690846;615,607803901952;123,121560780391;1335,28264132066;145;0,427213606803406;0,417417665290452;145;-3,26463231615808;4,11905952976488;-10,3481740870435;11,2026013006503;145;20,2011005502751;20,1948795791275;145;17,3376688344172;23,0375187593797;11,8539269634817;28,5212606303152
"146";146;9,45972986493247;9,45351606945798;146;5,87393696848424;13,0175087543772;-0,961480740370185;19,8809404702351;146;348,844422211106;553,885277623648;146;225,722861430716;537,923961980991;101,135567783893;1203,36668334167;146;-1,82391195597799;-1,81859827356533;146;-5,84592296148074;2,19809904952476;-13,5297648824412;9,911955977989;146;18,5532766383192;18,5621441089178;146;15,3926963481741;21,7138569284642;9,34167083541771;27,791895947974
"147";147;9,45972986493247;9,45351606945798;147;5,87393696848424;13,0175087543772;-0,961480740370185;19,8809404702351;147;348,844422211106;553,885277623648;147;225,722861430716;537,923961980991;101,135567783893;1203,36668334167;147;-1,82391195597799;-1,81859827356533;147;-5,84592296148074;2,19809904952476;-13,5297648824412;9,911955977989;147;18,5532766383192;18,5621441089178;147;15,3926963481741;21,7138569284642;9,34167083541771;27,791895947974
"148";148;9,23561780890445;9,22982983491976;148;5,81790895447724;12,6253126563282;-0,70935467733867;19,1805902951476;148;400,145072536269;605,272820825157;148;266,763381690846;599,484742371186;126,053026513258;1272,25612806403;148;-2,0040020010005;-1,99809603776914;148;-5,84592296148074;1,83791895947974;-13,2296148074037;9,2216108054027;148;18,4182091045523;18,4186305157284;148;15,3926963481741;21,4437218609305;9,5847923961981;27,2516258129065
"149";149;9,23561780890445;9,22982983491976;149;5,81790895447724;12,6253126563282;-0,70935467733867;19,1805902951476;149;400,145072536269;605,272820825157;149;266,763381690846;599,484742371186;126,053026513258;1272,25612806403;149;-2,0040020010005;-1,99809603776914;149;-5,84592296148074;1,83791895947974;-13,2296148074037;9,2216108054027;149;18,4182091045523;18,4186305157284;149;15,3926963481741;21,4437218609305;9,5847923961981;27,2516258129065
"150";150;9,23561780890445;9,22982983491976;150;5,81790895447724;12,6253126563282;-0,70935467733867;19,1805902951476;150;400,145072536269;605,272820825157;150;266,763381690846;599,484742371186;126,053026513258;1272,25612806403;150;-2,0040020010005;-1,99809603776914;150;-5,84592296148074;1,83791895947974;-13,2296148074037;9,2216108054027;150;18,4182091045523;18,4186305157284;150;15,3926963481741;21,4437218609305;9,5847923961981;27,2516258129065
"151";151;9,23561780890445;9,22982983491976;151;5,81790895447724;12,6253126563282;-0,70935467733867;19,1805902951476;151;400,145072536269;605,272820825157;151;266,763381690846;599,484742371186;126,053026513258;1272,25612806403;151;-2,0040020010005;-1,99809603776914;151;-5,84592296148074;1,83791895947974;-13,2296148074037;9,2216108054027;151;18,4182091045523;18,4186305157284;151;15,3926963481741;21,4437218609305;9,5847923961981;27,2516258129065
"152";152;12,1210605302651;12,1121897103668;152;9,12356178089044;15,1185592796398;3,38069034517259;20,8614307153577;152;442,651325662832;624,431005333063;152;309,26963481741;634,662331165584;158,299149574788;1248,8044022011;152;1,89794897448724;1,89281526966831;152;-1,49374687343672;5,2896448224112;-8,00700350175087;11,7728864432216;152;20,9844922461231;20,9764706397043;152;18,2021010505253;23,7668834417209;12,8534267133567;29,1155577788894
"153";153;12,1210605302651;12,1121897103668;153;9,12356178089044;15,1185592796398;3,38069034517259;20,8614307153577;153;442,651325662832;624,431005333063;153;309,26963481741;634,662331165584;158,299149574788;1248,8044022011;153;1,89794897448724;1,89281526966831;153;-1,49374687343672;5,2896448224112;-8,00700350175087;11,7728864432216;153;20,9844922461231;20,9764706397043;153;18,2021010505253;23,7668834417209;12,8534267133567;29,1155577788894
"154";154;12,1210605302651;12,1121897103668;154;9,12356178089044;15,1185592796398;3,38069034517259;20,8614307153577;154;442,651325662832;624,431005333063;154;309,26963481741;634,662331165584;158,299149574788;1248,8044022011;154;1,89794897448724;1,89281526966831;154;-1,49374687343672;5,2896448224112;-8,00700350175087;11,7728864432216;154;20,9844922461231;20,9764706397043;154;18,2021010505253;23,7668834417209;12,8534267133567;29,1155577788894
"155";155;12,1210605302651;12,1121897103668;155;9,12356178089044;15,1185592796398;3,38069034517259;20,8614307153577;155;442,651325662832;624,431005333063;155;309,26963481741;634,662331165584;158,299149574788;1248,8044022011;155;1,89794897448724;1,89281526966831;155;-1,49374687343672;5,2896448224112;-8,00700350175087;11,7728864432216;155;20,9844922461231;20,9764706397043;155;18,2021010505253;23,7668834417209;12,8534267133567;29,1155577788894
"156";156;11,4207103551776;11,4082927498011;156;8,28314157078539;14,5302651325663;2,28814407203602;20,5532766383192;156;463,171585792897;654,260635893753;156;322,461230615309;663,976988494248;164,162081040521;1311,83091545773;156;1,1775887943972;1,17479920717443;156;-2,45422711355678;4,77938969484742;-9,38769384692346;11,7128564282141;156;20,552276138069;20,5620267753216;156;17,823911955978;23,2806403201601;12,6103051525763;28,5212606303152
"157";157;11,4207103551776;11,4082927498011;157;8,28314157078539;14,5302651325663;2,28814407203602;20,5532766383192;157;463,171585792897;654,260635893753;157;322,461230615309;663,976988494248;164,162081040521;1311,83091545773;157;1,1775887943972;1,17479920717443;157;-2,45422711355678;4,77938969484742;-9,38769384692346;11,7128564282141;157;20,552276138069;20,5620267753216;157;17,823911955978;23,2806403201601;12,6103051525763;28,5212606303152
"158";158;11,4207103551776;11,4082927498011;158;8,28314157078539;14,5302651325663;2,28814407203602;20,5532766383192;158;463,171585792897;654,260635893753;158;322,461230615309;663,976988494248;164,162081040521;1311,83091545773;158;1,1775887943972;1,17479920717443;158;-2,45422711355678;4,77938969484742;-9,38769384692346;11,7128564282141;158;20,552276138069;20,5620267753216;158;17,823911955978;23,2806403201601;12,6103051525763;28,5212606303152
"159";159;11,4207103551776;11,4082927498011;159;8,28314157078539;14,5302651325663;2,28814407203602;20,5532766383192;159;463,171585792897;654,260635893753;159;322,461230615309;663,976988494248;164,162081040521;1311,83091545773;159;1,1775887943972;1,17479920717443;159;-2,45422711355678;4,77938969484742;-9,38769384692346;11,7128564282141;159;20,552276138069;20,5620267753216;159;17,823911955978;23,2806403201601;12,6103051525763;28,5212606303152
"160";160;11,7008504252126;11,6911786986126;160;9,23561780890445;14,1380690345173;4,52926463231616;18,8724362181091;160;825,207603801902;993,975922359386;160;640,525262631316;1061,19059529765;397,213606803403;1716,3731865933;160;2,40820410205102;2,39875479021587;160;-0,563281640820406;5,34967483741871;-6,23611805902951;11,0225112556278;160;20,6063031515758;20,598303216036;160;18,2831415707854;22,9024512256128;13,8529264632316;27,3326663331666
"161";161;11,7008504252126;11,6911786986126;161;9,23561780890445;14,1380690345173;4,52926463231616;18,8724362181091;161;825,207603801902;993,975922359386;161;640,525262631316;1061,19059529765;397,213606803403;1716,3731865933;161;2,40820410205102;2,39875479021587;161;-0,563281640820406;5,34967483741871;-6,23611805902951;11,0225112556278;161;20,6063031515758;20,598303216036;161;18,2831415707854;22,9024512256128;13,8529264632316;27,3326663331666
"162";162;11,7008504252126;11,6911786986126;162;9,23561780890445;14,1380690345173;4,52926463231616;18,8724362181091;162;825,207603801902;993,975922359386;162;640,525262631316;1061,19059529765;397,213606803403;1716,3731865933;162;2,40820410205102;2,39875479021587;162;-0,563281640820406;5,34967483741871;-6,23611805902951;11,0225112556278;162;20,6063031515758;20,598303216036;162;18,2831415707854;22,9024512256128;13,8529264632316;27,3326663331666
"163";163;11,7008504252126;11,6911786986126;163;9,23561780890445;14,1380690345173;4,52926463231616;18,8724362181091;163;825,207603801902;993,975922359386;163;640,525262631316;1061,19059529765;397,213606803403;1716,3731865933;163;2,40820410205102;2,39875479021587;163;-0,563281640820406;5,34967483741871;-6,23611805902951;11,0225112556278;163;20,6063031515758;20,598303216036;163;18,2831415707854;22,9024512256128;13,8529264632316;27,3326663331666
"164";164;11,8969484742371;11,8951934442417;164;8,95547773886944;14,8104052026013;3,32466233116558;20,4412206103052;164;449,979989994998;644,268522228249;164;310,735367683843;650,785392696349;155,367683841922;1303,03651825913;164;1,83791895947974;1,84492788711488;164;-1,64382191095547;5,34967483741871;-8,3671835917959;12,0430215107554;164;20,9844922461231;20,9888228764999;164;18,3641820910455;23,631815907954;13,2856428214107;28,6833416708354
"165";165;11,8969484742371;11,8951934442417;165;8,95547773886944;14,8104052026013;3,32466233116558;20,4412206103052;165;449,979989994998;644,268522228249;165;310,735367683843;650,785392696349;155,367683841922;1303,03651825913;165;1,83791895947974;1,84492788711488;165;-1,64382191095547;5,34967483741871;-8,3671835917959;12,0430215107554;165;20,9844922461231;20,9888228764999;165;18,3641820910455;23,631815907954;13,2856428214107;28,6833416708354
"166";166;11,8969484742371;11,8951934442417;166;8,95547773886944;14,8104052026013;3,32466233116558;20,4412206103052;166;449,979989994998;644,268522228249;166;310,735367683843;650,785392696349;155,367683841922;1303,03651825913;166;1,83791895947974;1,84492788711488;166;-1,64382191095547;5,34967483741871;-8,3671835917959;12,0430215107554;166;20,9844922461231;20,9888228764999;166;18,3641820910455;23,631815907954;13,2856428214107;28,6833416708354
"167";167;11,8969484742371;11,8951934442417;167;8,95547773886944;14,8104052026013;3,32466233116558;20,4412206103052;167;449,979989994998;644,268522228249;167;310,735367683843;650,785392696349;155,367683841922;1303,03651825913;167;1,83791895947974;1,84492788711488;167;-1,64382191095547;5,34967483741871;-8,3671835917959;12,0430215107554;167;20,9844922461231;20,9888228764999;167;18,3641820910455;23,631815907954;13,2856428214107;28,6833416708354
"168";168;11,5047523761881;11,5180819002886;168;8,3671835917959;14,6703351675838;2,31615807903952;20,6933466733367;168;451,445722861432;649,388304821914;168;310,735367683843;655,182591295649;153,901950975489;1319,1595797899;168;1,20760380190095;1,21687174550765;168;-2,45422711355678;4,89944972486244;-9,53776888444222;11,9529764882441;168;20,5792896448224;20,5810529080589;168;17,8509254627314;23,3346673336668;12,5832916458229;28,6023011505753
"169";169;11,5047523761881;11,5180819002886;169;8,3671835917959;14,6703351675838;2,31615807903952;20,6933466733367;169;451,445722861432;649,388304821914;169;310,735367683843;655,182591295649;153,901950975489;1319,1595797899;169;1,20760380190095;1,21687174550765;169;-2,45422711355678;4,89944972486244;-9,53776888444222;11,9529764882441;169;20,5792896448224;20,5810529080589;169;17,8509254627314;23,3346673336668;12,5832916458229;28,6023011505753
"170";170;11,5047523761881;11,5180819002886;170;8,3671835917959;14,6703351675838;2,31615807903952;20,6933466733367;170;451,445722861432;649,388304821914;170;310,735367683843;655,182591295649;153,901950975489;1319,1595797899;170;1,20760380190095;1,21687174550765;170;-2,45422711355678;4,89944972486244;-9,53776888444222;11,9529764882441;170;20,5792896448224;20,5810529080589;170;17,8509254627314;23,3346673336668;12,5832916458229;28,6023011505753
"171";171;11,5047523761881;11,5180819002886;171;8,3671835917959;14,6703351675838;2,31615807903952;20,6933466733367;171;451,445722861432;649,388304821914;171;310,735367683843;655,182591295649;153,901950975489;1319,1595797899;171;1,20760380190095;1,21687174550765;171;-2,45422711355678;4,89944972486244;-9,53776888444222;11,9529764882441;171;20,5792896448224;20,5810529080589;171;17,8509254627314;23,3346673336668;12,5832916458229;28,6023011505753
"172";172;12,4572286143072;12,4666042949213;172;9,54377188594297;15,3986993496748;3,91295647823912;21,0295147573787;172;480,760380190096;665,556264350494;172;338,584292146074;680,100050025013;175,887943971987;1311,83091545773;172;2,82841420710356;2,8423190904742;172;-0,713356678339167;6,40020010005003;-7,5567783891946;13,2136068034017;172;21,5247623811906;21,5170090434123;172;18,8774387193597;24,1720860430215;13,7718859429715;29,2506253126563
"173";173;12,4572286143072;12,4666042949213;173;9,54377188594297;15,3986993496748;3,91295647823912;21,0295147573787;173;480,760380190096;665,556264350494;173;338,584292146074;680,100050025013;175,887943971987;1311,83091545773;173;2,82841420710356;2,8423190904742;173;-0,713356678339167;6,40020010005003;-7,5567783891946;13,2136068034017;173;21,5247623811906;21,5170090434123;173;18,8774387193597;24,1720860430215;13,7718859429715;29,2506253126563
"174";174;12,4572286143072;12,4666042949213;174;9,54377188594297;15,3986993496748;3,91295647823912;21,0295147573787;174;480,760380190096;665,556264350494;174;338,584292146074;680,100050025013;175,887943971987;1311,83091545773;174;2,82841420710356;2,8423190904742;174;-0,713356678339167;6,40020010005003;-7,5567783891946;13,2136068034017;174;21,5247623811906;21,5170090434123;174;18,8774387193597;24,1720860430215;13,7718859429715;29,2506253126563
"175";175;10,7483741870935;10,7609357004785;175;7,33066533266634;14,1940970485243;0,719359679839922;20,7773886943472;175;392,816408204103;602,506539957697;175;260,900450225114;593,621810905454;121,655827913958;1278,11905952977;175;0,00700350175087294;0,0121432334182973;175;-3,83491745872936;3,87893946973487;-11,2486243121561;11,2926463231616;175;19,8229114557279;19,8203172745478;175;16,8784392196098;22,7673836918459;11,2056028014007;28,4132066033016
"176";176;10,7483741870935;10,7609357004785;176;7,33066533266634;14,1940970485243;0,719359679839922;20,7773886943472;176;392,816408204103;602,506539957697;176;260,900450225114;593,621810905454;121,655827913958;1278,11905952977;176;0,00700350175087294;0,0121432334182973;176;-3,83491745872936;3,87893946973487;-11,2486243121561;11,2926463231616;176;19,8229114557279;19,8203172745478;176;16,8784392196098;22,7673836918459;11,2056028014007;28,4132066033016
"177";177;10,7483741870935;10,7609357004785;177;7,33066533266634;14,1940970485243;0,719359679839922;20,7773886943472;177;392,816408204103;602,506539957697;177;260,900450225114;593,621810905454;121,655827913958;1278,11905952977;177;0,00700350175087294;0,0121432334182973;177;-3,83491745872936;3,87893946973487;-11,2486243121561;11,2926463231616;177;19,8229114557279;19,8203172745478;177;16,8784392196098;22,7673836918459;11,2056028014007;28,4132066033016
"178";178;12,3731865932967;12,3778162771685;178;9,23561780890445;15,5107553776888;3,21260630315158;21,5617808904452;178;389,884942471237;610,917275136768;178;253,571785892947;596,55327663832;115,792896448225;1317,69384692346;178;2,13806903451726;2,12435437126734;178;-1,49374687343672;5,76988494247124;-8,45722861430715;12,7033516758379;178;21,3626813406703;21,3506783853676;178;18,6073036518259;24,1180590295148;13,3126563281641;29,3856928464232
"179";179;12,3731865932967;12,3778162771685;179;9,23561780890445;15,5107553776888;3,21260630315158;21,5617808904452;179;389,884942471237;610,917275136768;179;253,571785892947;596,55327663832;115,792896448225;1317,69384692346;179;2,13806903451726;2,12435437126734;179;-1,49374687343672;5,76988494247124;-8,45722861430715;12,7033516758379;179;21,3626813406703;21,3506783853676;179;18,6073036518259;24,1180590295148;13,3126563281641;29,3856928464232
"180";180;13,1575787893947;13,1606957009571;180;10,4682341170585;15,8469234617309;5,28564282141071;21,0295147573787;180;466,103051525764;650,305320743046;180;328,324162081041;663,976988494248;170,025012506254;1288,3791895948;180;3,99899949974988;4,00153121481898;180;0,72736368184092;7,30065032516259;-5,60580290145073;13,6038019009505;180;22,1190595297649;22,1317189620362;180;19,7148574287144;24,5232616308154;15,0955477738869;29,1695847923962
"181";181;13,1575787893947;13,1606957009571;181;10,4682341170585;15,8469234617309;5,28564282141071;21,0295147573787;181;466,103051525764;650,305320743046;181;328,324162081041;663,976988494248;170,025012506254;1288,3791895948;181;3,99899949974988;4,00153121481898;181;0,72736368184092;7,30065032516259;-5,60580290145073;13,6038019009505;181;22,1190595297649;22,1317189620362;181;19,7148574287144;24,5232616308154;15,0955477738869;29,1695847923962
"182";182;11,7568784392196;11,7506539482132;182;9,03951975987994;14,4742371185593;3,80090045022511;19,7128564282141;182;488,089044522262;670,255256590169;182;347,378689344673;688,894447223613;181,75087543772;1310,3651825913;182;1,89794897448724;1,90539485114216;182;-1,40370185092547;5,19959979989995;-7,70685342671336;11,5327663831916;182;20,7953976988494;20,8024002777434;182;18,3371685842921;23,2536268134067;13,6098049024512;28,008004002001
"183";183;11,7568784392196;11,7506539482132;183;9,03951975987994;14,4742371185593;3,80090045022511;19,7128564282141;183;488,089044522262;670,255256590169;183;347,378689344673;688,894447223613;181,75087543772;1310,3651825913;183;1,89794897448724;1,90539485114216;183;-1,40370185092547;5,19959979989995;-7,70685342671336;11,5327663831916;183;20,7953976988494;20,8024002777434;183;18,3371685842921;23,2536268134067;13,6098049024512;28,008004002001
"184";184;10,7483741870935;10,75502773219;184;7,49874937468734;13,9979989994997;1,27963981990996;20,2451225612806;184;457,308654327164;641,639588370359;184;320,995497748875;653,716858429215;164,162081040521;1276,65332666333;184;0,157078539269634;0,154780067777102;184;-3,6248124062031;3,93896948474237;-10,8884442221111;11,2026013006503;184;19,903951975988;19,9095355585437;184;17,0135067533767;22,7943971985993;11,4757378689345;28,3591795897949
"185";185;10,7483741870935;10,75502773219;185;7,49874937468734;13,9979989994997;1,27963981990996;20,2451225612806;185;457,308654327164;641,639588370359;185;320,995497748875;653,716858429215;164,162081040521;1276,65332666333;185;0,157078539269634;0,154780067777102;185;-3,6248124062031;3,93896948474237;-10,8884442221111;11,2026013006503;185;19,903951975988;19,9095355585437;185;17,0135067533767;22,7943971985993;11,4757378689345;28,3591795897949
"186";186;10,048024012006;10,0611759103143;186;6,7703851925963;13,3256628314157;0,467233616808404;19,6288144072036;186;398,679339669836;618,207533076424;186;262,366183091547;606,813406703352;121,655827913958;1322,09104552276;186;-1,07353676838419;-1,08839219156004;186;-4,76538269134567;2,61830915457729;-11,8489244622311;9,67183591795898;186;19,2286143071536;19,2373544029505;186;16,3651825912956;22,0920460230115;10,8544272136068;27,6028014007004
"187";187;10,048024012006;10,0611759103143;187;6,7703851925963;13,3256628314157;0,467233616808404;19,6288144072036;187;398,679339669836;618,207533076424;187;262,366183091547;606,813406703352;121,655827913958;1322,09104552276;187;-1,07353676838419;-1,08839219156004;187;-4,76538269134567;2,61830915457729;-11,8489244622311;9,67183591795898;187;19,2286143071536;19,2373544029505;187;16,3651825912956;22,0920460230115;10,8544272136068;27,6028014007004
"188";188;10,8604302151076;10,8491510379033;188;7,47073536768384;14,2501250625313;0,971485742871437;20,7213606803402;188;423,5967983992;616,914021830093;188;290,215107553778;620,005002501251;143,641820910456;1263,46173086543;188;0,517258629314661;0,506944867950854;188;-3,29464732366183;4,29914957478739;-10,5582791395698;11,5927963981991;188;19,8499249624812;19,8485526438042;188;16,8784392196098;22,8214107053527;11,1515757878939;28,5212606303152
"189";189;11,1685842921461;11,1788592661065;189;7,66683341670835;14,6983491745873;0,915457728864432;21,4497248624312;189;586,293146573287;791,629001859823;189;420,665332666334;817,878939469736;225,722861430716;1528,75937968985;189;0,967483741870936;0,954529737507642;189;-3,17458729364682;5,1095547773887;-11,0985492746373;13,0335167583792;189;20,1740870435218;20,1715625520073;189;17,0135067533767;23,3346673336668;10,9354677338669;29,3856928464232
"190";190;11,5607803901951;11,5517316488745;190;8,19909954977489;14,9224612306153;1,72786393196598;21,3936968484242;190;627,333666833418;830,571414143934;190;455,842921460731;864,782391195599;249,174587293648;1577,12856428214;190;1,50775387693847;1,50315992361433;190;-2,51425712856428;5,49974987493747;-10,168084042021;13,183591795898;190;20,6333166583292;20,6384614003015;190;17,5807903951976;23,7128564282141;11,6918459229615;29,6018009004502
"191";191;11,4767383691846;11,4841642533478;191;8,19909954977489;14,7823911955978;1,895947973987;21,0575287643822;191;505,677838919461;717,701955744079;191;350,31015507754;728,46923461731;177,35367683842;1443,74687343672;191;1,35767883941971;1,34695066098286;191;-2,57428714357178;5,25962981490746;-10,0780390195098;12,7933966983492;191;20,7413706853427;20,7333758800752;191;17,7158579289645;23,7668834417209;11,8809404702351;29,5747873936968
"192";192;11,9809904952476;11,9795553301476;192;8,81540770385193;15,1185592796398;2,79239619809905;21,1695847923962;192;624,402201100551;833,008731443076;192;451,445722861432;864,782391195599;244,777388694348;1591,78589294647;192;2,13806903451726;2,1499707297538;192;-1,64382191095547;5,94997498749375;-8,93746873436718;13,2436218109055;192;21,2546273136568;21,2506896102898;192;18,3101550775388;24,1990995497749;12,664332166083;29,8179089544772
"193";193;11,6728364182091;11,664543553398;193;8,14307153576788;15,1745872936468;1,41970985492746;21,9259629814907;193;540,855427713858;748,485069185916;193;381,090545272637;766,578289144573;197,873936968485;1475,99299649825;193;1,74787393696849;1,74517296327801;193;-2,45422711355678;5,91995997999;-10,4682341170585;13,9639819909955;193;20,768384192096;20,7672257496277;193;17,5807903951976;23,9559779889945;11,4487243621811;30,088044022011
"194";194;11,0845422711356;11,0736212954524;194;8,22711355677839;13,9419709854927;2,76438219109555;19,4047023511756;194;496,883441720861;667,639334071287;194;357,638819409706;690,360180090046;193,476738369186;1283,9819909955;194;0,997498749374685;0,987181243455548;194;-2,48424212106053;4,44922461230615;-9,11755877938969;11,1125562781391;194;20,2551275637819;20,2429696978317;194;17,607803901951;22,8754377188594;12,5562781390695;27,9269634817409
"195";195;10,7483741870935;10,7603432551447;195;7,38669334667334;14,1380690345173;0,915457728864432;20,6093046523262;195;534,992496248125;615,055338004721;195;432,3911955978;662,511255627815;287,283641820911;998,164082041021;195;0,457228614307155;0,453277540826772;195;-3,5647823911956;4,4792396198099;-11,3086543271636;12,1930965482741;195;19,5257628814407;19,535294716747;195;16,5272636318159;22,5242621310655;10,8004002001;28,2781390695348
"196";196;10,440220110055;10,4312575662692;196;7,16258129064532;13,7178589294647;0,859429714857431;19,9929964982491;196;493,951975987995;677,737408466571;196;351,775887943973;696,223111555779;184,682341170586;1323,5567783892;196;0,0370185092546294;0,0367327432541784;196;-3,83491745872936;3,87893946973487;-11,2186093046523;11,2626313156578;196;19,687843921961;19,6935503731845;196;16,8244122061031;22,5782891445723;11,2866433216608;28,0890445222611
