;;;MAT;;;;;;WAPLS;;;;;;CREST;;;;;;;;;;;
SiteNumber;SiteName;Age Cal BP;TANN;TANN_Sigma;MTWA;MTWA_Sigma;MTCO;MTCO_Sigma;TANN;TANN_Sigma;MTWA;MTWA_Sigma;MTCO;MTCO_Sigma;TANN;TANN_Sigma_Pos;TANN_Sigma_Neg;Sigma;MTWA;MTWA_Sigma_Pos;MTWA_Sigma_Neg;Sigma;MTCO;MTCO_Sigma_Pos;MTCO_Sigma_Neg;Sigma
14;Banyoles;21693,44;6,703464745;3,558705387;10,40510169;5,998845173;-7,314056204;6,809667405;7,239086369;3,972549318;21,8096674;7,239086369;-4,594898308;5,998845173;11,75065395;3,80090045;19,71285643;7,9497535;22,53413805;21,43871936;23,63981991;1,095418686;5,332688398;4,002001001;6,701350675;1,330687397
14;Banyoles;21699,2;12,74163795;5,461212527;13,4951319;6,08960758;-0,939479987;7,590164166;9,962396336;4,044154721;22,59016417;9,962396336;-1,504868102;6,08960758;11,53354986;3,296648324;19,79689845;8,236901536;22,89536668;21,73886943;24,04002001;1,156497247;5,256558373;3,811905953;6,701350675;1,44465242
14;Banyoles;21832;3,251390424;4,19976633;8,680712099;6,002334059;-15,28591887;5,790546369;6,86656431;3,975117953;20,79054637;6,86656431;-6,319287901;6,002334059;9,453516069;-0,96148074;19,88094047;10,41499681;23,63575;21,13856928;26,11605803;2,497180714;-4,397231222;-8,734367184;-0,066033017;4,337135962
14;Banyoles;21876;3,251390424;4,19976633;8,680712099;6,002334059;-15,28591887;5,790546369;6,86656431;3,975117953;20,79054637;6,86656431;-6,319287901;6,002334059;9,453516069;-0,96148074;19,88094047;10,41499681;23,63575;21,13856928;26,11605803;2,497180714;-4,397231222;-8,734367184;-0,066033017;4,337135962
14;Banyoles;21920;6,703464745;3,558705387;10,40510169;5,998845173;-7,314056204;6,809667405;7,239086369;3,972549318;21,8096674;7,239086369;-4,594898308;5,998845173;11,75065395;3,80090045;19,71285643;7,9497535;22,53413805;21,43871936;23,63981991;1,095418686;5,332688398;4,002001001;6,701350675;1,330687397
14;Banyoles;22059,75;0,194382839;3,025362657;9,225096592;6,000843499;-19,52367401;5,092622551;6,801408932;3,973843175;20,09262255;6,801408932;-5,774903408;6,000843499;10,75502773;1,27963982;20,24512256;9,47538791;22,58651902;20,71335668;24,46523262;1,873162345;-3,843475689;-7,859929965;0,20010005;4,016454276
14;Banyoles;22263;9,712876067;4,609576868;12,37918794;6,136986877;-6,710268496;6,644583631;9,462397106;4,076314325;21,64458363;9,462397106;-2,620812061;6,136986877;9,229829835;-0,709354677;19,1805903;9,939184512;23,85367387;21,43871936;26,26613307;2,414954507;-3,85149703;-8,050025013;0,352176088;4,198527983
14;Banyoles;22298;9,712876067;4,609576868;12,37918794;6,136986877;-6,710268496;6,644583631;9,462397106;4,076314325;21,64458363;9,462397106;-2,620812061;6,136986877;9,229829835;-0,709354677;19,1805903;9,939184512;23,85367387;21,43871936;26,26613307;2,414954507;-3,85149703;-8,050025013;0,352176088;4,198527983
14;Banyoles;22306;9,712876067;4,609576868;12,37918794;6,136986877;-6,710268496;6,644583631;9,462397106;4,076314325;21,64458363;9,462397106;-2,620812061;6,136986877;9,229829835;-0,709354677;19,1805903;9,939184512;23,85367387;21,43871936;26,26613307;2,414954507;-3,85149703;-8,050025013;0,352176088;4,198527983
14;Banyoles;22333;0,194382839;3,025362657;9,225096592;6,000843499;-19,52367401;5,092622551;6,801408932;3,973843175;20,09262255;6,801408932;-5,774903408;6,000843499;10,75502773;1,27963982;20,24512256;9,47538791;22,58651902;20,71335668;24,46523262;1,873162345;-3,843475689;-7,859929965;0,20010005;4,016454276
14;Banyoles;22335;5,801553061;3,866903291;11,74104716;6,000004757;-8,951310276;6,296298869;8,28933665;3,97344963;21,29629887;8,28933665;-3,25895284;6,000004757;12,11218971;3,380690345;20,86143072;8,731499365;22,82539834;21,46373187;24,19009505;1,361666471;3,593677959;1,568784392;5,636818409;2,024893567
14;Banyoles;22373;5,801553061;3,866903291;11,74104716;6,000004757;-8,951310276;6,296298869;8,28933665;3,97344963;21,29629887;8,28933665;-3,25895284;6,000004757;12,11218971;3,380690345;20,86143072;8,731499365;22,82539834;21,46373187;24,19009505;1,361666471;3,593677959;1,568784392;5,636818409;2,024893567
14;Banyoles;22436;3,912060336;6,161053496;6,397583521;5,999598412;-12,39100373;10,99523887;4,406065486;3,97291696;25,99523887;4,406065486;-8,602416479;5,999598412;11,40829275;2,288144072;20,55327664;9,120148678;22,90225558;21,03851926;24,7903952;1,863736321;-1,843549983;-5,350675338;1,644822411;3,507125354
14;Banyoles;22462,69;3,953425258;4,136800361;8,281583001;6,002672685;-13,77974292;6,543016947;6,524791655;3,975091407;21,54301695;6,524791655;-6,718416999;6,002672685;10,06117591;0,467233617;19,62881441;9,593942293;24,38709434;22,36418209;26,3911956;2,022912249;-1,386350508;-4,894447224;2,139069535;3,508096715
14;Banyoles;22543;3,912060336;6,161053496;6,397583521;5,999598412;-12,39100373;10,99523887;4,406065486;3,97291696;25,99523887;4,406065486;-8,602416479;5,999598412;11,40829275;2,288144072;20,55327664;9,120148678;22,90225558;21,03851926;24,7903952;1,863736321;-1,843549983;-5,350675338;1,644822411;3,507125354
14;Banyoles;22787;3,953425258;4,136800361;8,281583001;6,002672685;-13,77974292;6,543016947;6,524791655;3,975091407;21,54301695;6,524791655;-6,718416999;6,002672685;10,06117591;0,467233617;19,62881441;9,593942293;24,38709434;22,36418209;26,3911956;2,022912249;-1,386350508;-4,894447224;2,139069535;3,508096715
14;Banyoles;22829,01;9,275420418;5,044817585;12,70713202;6,085622731;-6,268590449;6,425973221;9,44013226;4,039653245;21,42597322;9,44013226;-2,292867978;6,085622731;10,84915104;0,971485743;20,72136068;9,877665297;24,14441119;22,16408204;26,11605803;1,980329144;-0,730291738;-4,552276138;3,089544772;3,8219844
14;Banyoles;22991;10,13750028;4,13308886;12,84949091;6,092000209;-0,119970031;8,174540684;9,096382338;4,045934357;23,17454068;9,096382338;-2,15050909;6,092000209;11,6911787;4,529264632;18,87243622;7,161914068;23,63610595;21,43871936;25,81590795;2,197386589;-3,530643726;-7,403701851;0,314157079;3,873058125
14;Banyoles;23300;10,13750028;4,13308886;12,84949091;6,092000209;-0,119970031;8,174540684;9,096382338;4,045934357;23,17454068;9,096382338;-2,15050909;6,092000209;11,6911787;4,529264632;18,87243622;7,161914068;23,63610595;21,43871936;25,81590795;2,197386589;-3,530643726;-7,403701851;0,314157079;3,873058125
14;Banyoles;23447;3,912060336;5,150835832;10,99869972;6,150627899;-12,39100373;9,293297098;8,13747479;4,088535437;24,2932971;8,13747479;-4,001300283;6,150627899;11,89519344;3,324662331;20,44122061;8,570531109;23,2628316;20,88844422;25,64082041;2,374387377;-4,813746986;-8,734367184;-0,902451226;3,920620198
14;Banyoles;23565;3,912060336;5,150835832;10,99869972;6,150627899;-12,39100373;9,293297098;8,13747479;4,088535437;24,2932971;8,13747479;-4,001300283;6,150627899;11,89519344;3,324662331;20,44122061;8,570531109;23,2628316;20,88844422;25,64082041;2,374387377;-4,813746986;-8,734367184;-0,902451226;3,920620198
14;Banyoles;23748;3,912060336;5,145043689;7,805815865;6,000345469;-12,39100373;9,640478703;5,79643665;3,973249214;24,6404787;5,79643665;-7,194184135;6,000345469;11,5180819;2,316158079;20,69334667;9,201923821;23,61694022;21,43871936;25,81590795;2,178220865;-3,777998762;-7,631815908;0,048024012;3,853817146
14;Banyoles;23769;3,912060336;5,145043689;7,805815865;6,000345469;-12,39100373;9,640478703;5,79643665;3,973249214;24,6404787;5,79643665;-7,194184135;6,000345469;11,5180819;2,316158079;20,69334667;9,201923821;23,61694022;21,43871936;25,81590795;2,178220865;-3,777998762;-7,631815908;0,048024012;3,853817146
14;Banyoles;24082;5,757520838;3,812438516;8,531401107;6,001010142;-8,698759617;6,301479461;6,404075526;3,973931584;21,30147946;6,404075526;-6,468598893;6,001010142;10,7609357;0,71935968;20,77738869;10,04157602;24,27485316;22,18909455;26,34117059;2,085758614;-1,172091354;-4,818409205;2,443221611;3,64631785
14;Banyoles;24257;6,882959327;4,004182413;9,576331295;5,999653908;-6,224778934;7,080058511;6,828454516;3,972947021;22,08005851;6,828454516;-5,423668705;5,999653908;12,46660429;3,912956478;21,02951476;8,553647812;22,11136981;20,76338169;23,46473237;1,347988116;3,569501346;1,492746373;5,674837419;2,076754973
14;Banyoles;24409;3,448923792;3,727795842;9,677569934;6,000273716;-13,41886511;6,454056227;7,014829116;3,973413403;21,45405623;7,014829116;-5,322430066;6,000273716;12,37781628;3,212606303;21,56178089;9,165209977;24,87294902;23,03951976;26,69134567;1,833429262;1,425808755;-1,738869435;4,572286143;3,16467819
15;Lago di Monterosi;20914;-0,096036808;2,09228576;5,469542443;6,000312709;-18,74901898;3,053523632;3,819277165;3,97329468;18,05352363;3,819277165;-9,530457557;6,000312709;11,48416425;1,895947974;21,05752876;9,588216276;20,24187585;18,68734367;21,78889445;1,554532173;-11,3461506;-16,83241621;-5,882941471;5,486265608
15;Lago di Monterosi;21374;-0,130329139;2,091275759;5,208162367;6,000392327;-18,3579661;2,968699547;3,45173211;3,973361087;17,96869955;3,45173211;-9,791837633;6,000392327;11,97955533;2,792396198;21,16958479;9,187159132;20,73439228;19,41270635;22,03901951;1,321685923;-12,45470643;-17,40270135;-7,47973987;4,947994918
15;Lago di Monterosi;21934;-0,130329139;2,097568782;6,003990817;6,000547729;-18,3579661;3,090368006;4,124398538;3,973446979;18,09036801;4,124398538;-8,996009183;6,000547729;11,66454355;1,419709855;21,92596298;10,2448337;21,0893161;19,41270635;22,76438219;1,676609751;-9,974330179;-15,38769385;-4,552276138;5,413363668
15;Lago di Monterosi;23195,32;-0,096036808;2,159543395;5,627745949;6,000634916;-18,74901898;3,137075924;3,905441421;3,973510644;18,13707592;3,905441421;-9,372254051;6,000634916;11,55173165;1,727863932;21,39369685;9,823867718;21,50184911;20,0130065;23,01450725;1,488842608;-11,28937771;-16,11005503;-6,453226613;4,820677318
15;Lago di Monterosi;23200;1,071031496;3,082788519;6,066961676;6,001092577;-17,29844443;4,489938411;4,364500899;3,973816857;19,48993841;4,364500899;-8,933038324;6,001092577;11,17885927;0,915457729;21,44972486;10,26340154;22,00980184;20,26313157;23,73986993;1,746670276;-10,35859126;-15,31165583;-5,388694347;4,953064569
16;Lago Vico;19056,9004;6,703464745;3,954729282;11,69662613;6,118442198;-7,314056204;7,188015138;8,468286851;4,066468589;22,18801514;8,468286851;-3,303373872;6,118442198;10,43125757;0,859429715;19,9929965;9,571827855;23,32300215;20,98849425;25,66583292;2,334507905;-4,818350523;-9,266633317;-0,332166083;4,448282793
16;Lago Vico;19508,5996;11,74855934;3,578112663;10,30683456;6,002191977;1,986002639;6,568121635;7,613165531;3,975320324;21,56812163;7,613165531;-4,693165435;6,002191977;10,64473468;0,915457729;20,35717859;9,729276951;22,47103557;20,7883942;24,14007004;1,682641368;3,579933208;1,340670335;5,826913457;2,239262873
16;Lago Vico;19960,3008;5,164700849;3,024456647;11,61695749;5,999274528;-9,257817068;5,099140019;7,946220212;3,972831619;20,09914002;7,946220212;-3,383042509;5,999274528;11,52132449;3,380690345;19,65682841;8,140634145;23,0479521;21,51375688;24,56528264;1,534195222;4,244985029;2,253126563;6,245122561;1,991858466
16;Lago Vico;20412,0996;6,703464745;3,51969386;13,06035243;6,088319608;-7,314056204;6,598889005;9,458293258;4,042360093;21,59888901;9,458293258;-1,939647572;6,088319608;10,60508407;1,223611806;19,96498249;9,381472264;22,68170006;20,11305653;25,26563282;2,568643535;-6,514535686;-11,24362181;-1,776888444;4,729086125
16;Lago Vico;20688,9004;7,274922371;2,580413936;11,69029555;6,000332852;-4,575511835;4,079297901;8,084191736;3,973783605;19,0792979;8,084191736;-3,309704452;6,000332852;11,50208952;2,988494247;19,9929965;8,513595273;22,46895525;21,16358179;23,76488244;1,305373455;4,88059051;3,317658829;6,435217609;1,56293168
16;Lago Vico;20907,4004;9,320641785;2,903124704;14,10441185;6,075849367;-1,662582062;4,37892079;10,03786663;4,035071595;19,37892079;10,03786663;-0,89558815;6,075849367;10,0165496;0,607303652;19,43271636;9,409245948;22,74969145;21,01350675;24,46523262;1,736184693;3,718603273;1,416708354;6,017008504;2,301894919
16;Lago Vico;21125,9004;9,364674008;5,345902355;13,51341407;6,157536218;-1,915132721;7,225180571;9,690476587;4,100339492;22,22518057;9,690476587;-1,486585926;6,157536218;9,965435402;0,691345673;19,26463232;9,274089729;22,61445563;20,96348174;24,29014507;1,650973889;3,668889907;1,454727364;5,864932466;2,214162543
16;Lago Vico;21344,4004;4,632082348;2,830349015;11,15568268;6,00016955;-11,1727403;4,660346019;7,98724579;3,973742388;19,66034602;7,98724579;-3,844317325;6,00016955;10,43848276;1,027513757;19,85292646;9,410969003;22,9439638;20,28814407;25,5907954;2,655819729;-4,694191662;-9,608804402;0,20010005;4,91461274
16;Lago Vico;21563;10,11553382;2,829846784;16,64608591;6,190902593;1,293936372;3,108081253;11,63234353;4,128656795;18,10808125;11,63234353;1,646085909;6,190902593;11,81659252;3,156578289;20,49724862;8,660014231;23,00419492;21,2136068;24,7903952;1,790588112;5,047258144;2,785392696;7,271635818;2,261865448
16;Lago Vico;21781,5;10,53842699;3,499115981;14,93901182;6,06968782;-3,276162088;5,430485107;10,94591266;4,027072802;20,43048511;10,94591266;-0,060988178;6,06968782;12,02000273;2,484242121;21,53376688;9,535760609;22,48124133;20,73836918;24,21510755;1,742872141;3,176288768;0,618309155;5,750875438;2,557979613
16;Lago Vico;22000;7,361839437;3,701510642;12,92334012;5,999702703;-6,670216301;6,083511501;9,079270544;3,973363188;21,0835115;9,079270544;-2,076659882;5,999702703;10,78857362;0,971485743;20,60930465;9,817087877;24,21663755;21,93896948;26,49124562;2,277668067;-0,175419778;-4,362181091;4,04002001;4,186761313
16;Lago Vico;22250;7,274922371;2,780933181;14,67563194;6,074178812;-4,575511835;4,434705265;10,49983014;4,03258524;19,43470526;10,49983014;-0,324368056;6,074178812;11,42891957;2,820410205;20,04902451;8,608509365;22,73959261;21,38869435;24,09004502;1,35089826;4,871254204;3,165582791;6,549274637;1,705671413
16;Lago Vico;22500;5,801553061;3,268424426;12,85271782;6,105795143;-8,951310276;5,673124613;9,106314891;4,056308786;20,67312461;9,106314891;-2,147282175;6,105795143;10,38699777;1,195597799;19,6008004;9,191399971;23,34979925;20,86343172;25,81590795;2,486367532;-4,203185227;-8,810405203;0,390195098;4,607219975
16;Lago Vico;22858;6,149483881;2,362103983;10,7018452;5,999188605;-7,049492518;3,550703719;7,393669132;3,972778054;18,55070372;7,393669132;-4,298154799;5,999188605;11,0736213;2,764382191;19,40470235;8,309239109;22,32684329;20,73836918;23,93996998;1,588474106;4,051225057;2,101050525;6,017008504;1,950174531
16;Lago Vico;23950;4,394355999;4,248151233;8,923364478;6,002631975;-12,18098966;8,498701823;6,564885674;3,975628193;23,49870182;6,564885674;-6,076635522;6,002631975;10,76034326;0,915457729;20,60930465;9,844885531;22,54829833;20,33816908;24,74037019;2,210129244;-5,696771056;-10,33116558;-1,092546273;4,634394527
17;Lagaccione;21000;7,201042869;2,668334481;12,45981082;6,091838676;-7,212734659;4,518155453;9,176788169;4,044199966;19,51815545;9,176788169;-2,540189181;6,091838676;10,41845958;-0,625312656;21,47773887;11,04377224;23,37337437;20,96348174;25,79089545;2,409892628;-4,009975751;-8,126063032;0,086043022;4,116087281
17;Lagaccione;21000;7,872423757;3,454106194;12,35886777;6,086068758;-5,239454149;5,934546242;8,697386048;4,041620717;20,93454624;8,697386048;-2,641132232;6,086068758;8,920063765;-0,429214607;18,25612806;9,349278372;23,69549139;20,91345673;26,46623312;2,782034659;-3,140926982;-7,745872936;1,492746373;4,604945954
17;Lagaccione;21000;6,92699155;3,625042026;12,91099322;6,091167405;-6,477329593;6,236584867;9,197457012;4,045496142;21,23658487;9,197457012;-2,089006775;6,091167405;9,757198407;0,327163582;19,2086043;9,430034825;24,02262863;21,68884442;26,36618309;2,333784208;-1,629185564;-5,692846423;2,443221611;4,06366086
17;Lagaccione;21000;7,872423757;3,875894876;11,18888407;6,001809062;-5,239454149;5,967420903;7,899543921;3,97547352;20,9674209;7,899543921;-3,811115933;6,001809062;9,440483171;-0,737368684;19,6008004;10,17785186;23,72143136;21,56378189;25,86593297;2,157649471;-1,074807589;-4,970485243;2,823411706;3,895677654
17;Lagaccione;21000;9,364674008;4,229402832;12,31680341;6,086791679;-1,915132721;6,073225051;8,450543304;4,043035822;21,07322505;8,450543304;-2,683196589;6,086791679;11,38227649;2,12006003;20,63731866;9,26221646;24,44635145;22,43921961;26,46623312;2,007131838;0,580752699;-2,87943972;4,07803902;3,460192419
17;Lagaccione;22750;5,801553061;3,504311687;13,28457513;6,078035835;-8,951310276;5,869380104;9,407401885;4,036513932;20,8693801;9,407401885;-1,715424869;6,078035835;9,915969132;-0,093046523;19,93696848;10,00901566;24,73989067;22,71435718;26,76638319;2,025533494;1,322845759;-2,08104052;4,762381191;3,403886279
17;Lagaccione;23000;4,573850581;4,272233299;9,10490241;5,999727267;-11,09171239;7,719823489;6,205584783;3,973113924;22,71982349;6,205584783;-5,89509759;5,999727267;7,873950841;-1,269634817;16,99549775;9,143585658;23,58451823;21,06353177;26,09104552;2,520986469;-3,375182731;-7,631815908;0,884442221;4,256633177
18;Straldzha;19933;4,532188664;4,311371982;8,529079976;6,000189504;-11,69887082;6,454695772;5,616938931;3,974479736;21,45469577;5,616938931;-6,470920024;6,000189504;8,562099861;-2,754377189;19,85292646;11,31647705;22,03992713;20,36318159;23,71485743;1,676745539;3,511596639;1,492746373;5,56078039;2,018850266
18;Straldzha;21000;5,120668625;3,131147042;10,59081512;5,99859146;-9,005266409;5,160157454;7,140920403;3,972306593;20,16015745;7,140920403;-4,409184877;5,99859146;11,30607249;2,848424212;19,76888444;8,457648278;22,31800518;21,11355678;23,53976988;1,204448401;5,070668577;3,621810905;6,549274637;1,448857672
18;Straldzha;21000;7,600692926;3,379157495;9,659406214;5,999530126;-5,535209815;5,704648607;6,738290885;3,97342551;20,70464861;6,738290885;-5,340593786;5,999530126;8,979950145;-1,717858929;19,65682841;10,69780907;22,07619993;20,43821911;23,71485743;1,637980817;3,79255277;1,75887944;5,788894447;2,03367333
19;Freychinede;20998;4,002779861;2,237041621;5,213646532;6,001240383;-13,96492831;3,288271312;4,175952916;3,97433673;18,28827131;4,175952916;-9,786353468;6,001240383;8,223641302;-3,902951476;20,32916458;12,12659278;20,73455641;19,13756878;22,31415708;1,59698763;-8,207907485;-12,84042021;-3,6018009;4,632512725
19;Freychinede;22063;2,940435534;2,407747475;8,8332737;6,086468164;-15,24524657;3,500150433;6,880346614;4,039510534;18,50015043;6,880346614;-6,1667263;6,086468164;10,47483422;2,540270135;18,42421211;7,934564085;20,90269383;19,31265633;22,51425713;1,590037502;-8,006612853;-12,65032516;-3,335667834;4,64371231
20;Dziguta Core 1;19468;1,347428091;2,213003594;9,576777177;6,186275911;-13,12875462;4,254832067;6,729261369;4,124213838;19,25483207;6,729261369;-5,423222823;6,186275911;13,24615861;6,462231116;20,02101051;6,783927494;22,28423495;20,61330665;23,96498249;1,670928297;-6,940582586;-11,16758379;-2,727363682;4,227001206
21;Lourdes;19254;6,528798618;2,839765187;10,23495106;5,999113086;-4,093683223;4,399574922;6,423417028;3,972726953;19,39957492;6,423417028;-4,765048943;5,999113086;12,74941719;3,156578289;22,34617309;9,592838901;24,11774952;22,08904452;26,16608304;2,028704995;-0,047815124;-3,487743872;3,355677839;3,439928748
21;Lourdes;19475;6,479850776;2,470721061;10,33114461;6,000526416;-3,80775555;3,966046967;6,416746937;3,974191496;18,96604697;6,416746937;-4,668855388;6,000526416;12,23115722;2,372186093;22,09404702;9,858971127;23,63477315;21,46373187;25,81590795;2,17104128;-0,85020428;-4,43821911;2,747373687;3,58801483
21;Lourdes;19582;6,479850776;2,461178214;10,98590885;6,052242414;-3,80775555;3,913560645;7,020581302;4,013298473;18,91356065;7,020581302;-4,014091149;6,052242414;12,72927407;3,268634317;22,20610305;9,460639753;23,46699638;21,36368184;25,56578289;2,103314541;-1,141475548;-4,818409205;2,557278639;3,676933656
21;Lourdes;19762;2,224105173;4,345671963;9,019623768;5,999407675;-9,859606883;6,523717718;5,616809915;3,973107879;21,52371772;5,616809915;-5,980376232;5,999407675;11,86780041;2,092046023;21,6178089;9,775754387;23,386468;21,2136068;25,56578289;2,1728612;-2,916321799;-6,149074537;0,314157079;3,232752738
21;Lourdes;20012;6,479850776;3,876167209;11,0636576;5,999456592;-3,80775555;5,828154007;7,180405012;3,973614475;20,82815401;7,180405012;-3,936342399;5,999456592;12,35273912;2,764382191;21,92596298;9,588356929;22,92779954;20,98849425;24,89044522;1,939305297;-1,997090526;-5,236618309;1,264632316;3,239527783
21;Lourdes;20192;4,958276164;2,946416695;8,29213442;5,999148458;-8,518469949;5,913004576;5,084296534;3,972953619;20,91300458;5,084296534;-6,70786558;5,999148458;11,24533674;0,271135568;22,20610305;10,97420117;23,71223803;21,5887944;25,84092046;2,123443637;-2,130956581;-5,312656328;1,074537269;3,181699748
21;Lourdes;20290;7,586773659;2,432857134;8,895473866;5,999148498;-2,499121607;3,607415257;5,472672589;3,972827348;18,60741526;5,472672589;-6,104526134;5,999148498;13,02932295;4,333166583;21,70185093;8,696156367;22,1581005;20,16308154;24,16508254;1,995018956;-3,343993433;-6,491245623;-0,180090045;3,14725219
21;Lourdes;20381;6,479850776;2,710984939;11,09432201;5,999248898;-3,80775555;3,977605862;6,843853717;3,972889432;18,97760586;6,843853717;-3,90567799;5,999248898;11,29070392;1,643821911;20,94547274;9,646882009;23,38585832;21,13856928;25,64082041;2,247289036;-2,529232078;-5,654827414;0,618309155;3,125595336
21;Lourdes;20538;8,02745334;2,336342292;9,915782608;5,999269608;-1,208676736;3,52739231;6,095401252;3,973121734;18,52739231;6,095401252;-5,084217392;5,999269608;12,06240853;2,064032016;22,03801901;9,998376514;23,46104684;21,51375688;25,41570785;1,947289962;-2,463917771;-5,502751376;0,580290145;3,038833605
21;Lourdes;21000;3,646082683;3,546391274;9,303816173;5,998973759;-10,88100211;5,270664152;5,832092615;3,972899573;20,27066415;5,832092615;-5,696183827;5,998973759;11,57337946;1,951975988;21,1975988;9,621403472;23,90321423;21,68884442;26,11605803;2,214369805;-1,567614787;-4,704352176;1,606803402;3,136737389
21;Lourdes;21000;7,223358228;3,298869307;9,190407383;5,999016606;-3,091346582;4,801733816;5,626928249;3,972954;19,80173382;5,626928249;-5,809592617;5,999016606;11,53519261;1,531765883;21,56178089;10,00342673;23,55475492;21,31365683;25,79089545;2,241098088;-2,619968447;-5,692846423;0,466233117;3,072877976
21;Lourdes;21142;8,409751259;4,23475173;12,96493294;5,998786335;-2,638542652;5,195836701;8,28023163;3,972485882;20,1958367;8,28023163;-2,035067061;5,998786335;13,6247516;4,473236618;22,7943972;9,151514982;24,65364208;22,83941971;26,49124562;1,814222372;2,550991267;-0,826413207;5,902951476;3,377404473
21;Lourdes;21393;9,085428381;2,09849967;9,602254212;5,999112919;0,385884881;3,119918802;5,885955083;3,97272164;18,1199188;5,885955083;-5,397745788;5,999112919;12,44438992;3,100550275;21,78589295;9,343839645;23,26554018;21,08854427;25,46573287;2,176995905;-2,232263648;-5,502751376;1,074537269;3,270487728
21;Lourdes;21589;1,671817453;3,758315;9,380496219;5,999061817;-9,971858055;6,046584798;5,739654174;3,972683869;21,0465848;5,739654174;-5,619503781;5,999061817;12,85160654;3,912956478;21,81390695;8,938650062;24,12672046;22,11405703;26,14107054;2,012663435;0,20629681;-2,955477739;3,355677839;3,161774549
21;Lourdes;22128;6,528798618;3,212765797;10,56428375;5,999334168;-4,093683223;4,31417999;6,620387059;3,97300496;19,31417999;6,620387059;-4,435716248;5,999334168;12,96545218;3,100550275;22,85042521;9,864901905;24,50646811;22,68934467;26,34117059;1,817123438;0,485999428;-2,347173587;3,355677839;2,833173014
22;Tourbiere de lEstarres;22315;5,90361053;2,938658446;11,73435415;6,054194266;-3,982256929;4,53412582;7,463273817;4,017692673;19,53412582;7,463273817;-3,265645851;6,054194266;12,1300806;3,492746373;20,74937469;8,637334227;22,45311319;21,1885943;23,73986993;1,264518897;4,712676196;2,937468734;6,473236618;1,775207462
23;Pian del Lago;20648;2,768512317;3,08759422;5,068962488;5,997994799;-14,26234738;5,267208162;3,320672356;3,972077067;20,26720816;3,320672356;-9,931037512;5,997994799;13,56682562;7,35867934;19,79689845;6,20814628;22,58995734;21,46373187;23,71485743;1,126225471;4,660014068;2,823411706;6,473236618;1,836602362
23;Pian del Lago;21000;2,340980378;4,464093303;5,010266264;5,998694802;-9,92113461;6,593572197;3,481706912;3,97251483;21,5935722;3,481706912;-9,989733736;5,998694802;13,01087783;6,434217109;19,57278639;6,576660721;23,20944347;21,86393197;24,54027014;1,345511507;2,748069202;-0,180090045;5,674837419;2,928159247
23;Pian del Lago;21260;6,831453743;2,620450719;6,189867654;5,997732765;-3,144063075;3,612838935;3,838464185;3,971884419;18,61283894;3,838464185;-8,810132346;5,997732765;13,46166668;7,134567284;19,79689845;6,327099396;22,39884803;21,16358179;23,63981991;1,23526624;3,573631875;1,226613307;5,940970485;2,347018568
23;Pian del Lago;22364;7,081341852;2,404794878;7,452332118;5,997688535;-2,081527392;3,310200873;4,636566247;3,971874786;18,31020087;4,636566247;-7,547667882;5,997688535;13,08281937;7,386693347;18,7883942;5,696126023;22,58889372;21,26363182;23,88994497;1,325261906;3,927143479;1,644822411;6,245122561;2,282321068
23;Pian del Lago;22429;1,751137849;2,252224639;5,509128998;5,997912101;-15,44321219;3,504974684;3,571630636;3,971902429;18,50497468;3,571630636;-9,490871002;5,997912101;13,29127812;6,042021011;20,55327664;7,249257109;21,6527194;20,21310655;23,08954477;1,43961285;3,161298984;0,732366183;5,5987994;2,428932801
23;Pian del Lago;23794;4,020193361;4,305066703;5,117160239;5,997999078;-7,451751391;6,496338033;3,158999439;3,972047565;21,49633803;3,158999439;-9,882839761;5,997999078;13,4511914;7,35867934;19,54477239;6,09251206;22,13580163;20,71335668;23,56478239;1,422444948;2,034038924;-0,826413207;4,876438219;2,86045213
24;Lac Du Bouchet;19092,68216;1,768103558;4,807628165;12,632708;6,072031031;-14,29150143;8,776078738;8,750994481;4,032145668;23,77607874;8,750994481;-2,367292001;6,072031031;12,3834601;2,848424212;21,92596298;9,535035888;22,46652477;21,03851926;23,91495748;1,428005509;2,423185947;0,162081041;4,686343172;2,261104906
24;Lac Du Bouchet;19242,73625;7,993543502;3,718163665;9,614633884;6,001037874;-2,020467723;6,359942739;6,730661619;3,973923995;21,35994274;6,730661619;-5,385366116;6,001037874;12,39047076;2,876438219;21,92596298;9,514032541;22,53040679;20,76338169;24,31515758;1,767025101;-4,607654117;-8,24012006;-0,940470235;3,632465943
24;Lac Du Bouchet;19392,73265;7,993543502;4,235516821;8,938687263;6,000847407;-2,020467723;7,998510627;6,27261075;3,973807831;22,99851063;6,27261075;-6,061312737;6,000847407;12,09116863;2,092046023;22,09404702;9,999122607;22,6074276;20,76338169;24,44022011;1,844045914;-4,220720104;-7,859929965;-0,56028014;3,639209861
24;Lac Du Bouchet;19578,3653;7,993543502;3,967956934;8,719139428;6,000320155;-2,020467723;6,989978548;6,056532443;3,973488567;21,98997855;6,056532443;-6,280860572;6,000320155;11,96830505;2,092046023;21,84192096;9,876259027;22,68972979;20,83841921;24,56528264;1,851310582;-3,893318574;-7,47973987;-0,332166083;3,586421296
