;;;MAT;;;;;;WAPLS;;;;;;CREST;;;;;;;;;;;
SiteNumber;SiteName;Age Cal BP;TANN;TANN_Sigma;MTWA;MTWA_Sigma;MTCO;MTCO_Sigma;TANN;TANN_Sigma;MTWA;MTWA_Sigma;MTCO;MTCO_Sigma;TANN;TANN_Sigma_Pos;TANN_Sigma_Neg;Sigma;MTWA;MTWA_Sigma_Pos;MTWA_Sigma_Neg;Sigma;MTCO;MTCO_Sigma_Pos;MTCO_Sigma_Neg;Sigma
7;Lago Grande di Monticchio;19522,47;1,611318539;5,211457331;13,02229832;6,051119594;-13,40529577;7,894013273;8,524957868;4,015786328;22,89401327;8,524957868;-1,97770168;6,051119594;10,206612;1,363681841;19,04052026;8,842930159;23,33711424;21,2136068;25,46573287;2,123507436;0,786993638;-2,005002501;3,583791896;2,791996139
7;Lago Grande di Monticchio;19610;8,811882068;2,936865771;11,17101321;5,998043162;0,005716681;3,084056641;7,193502142;3,972129286;18,08405664;7,193502142;-3,828986785;5,998043162;12,28726199;3,296648324;21,25362681;8,990613666;23,12431136;21,48874437;24,74037019;1,635566983;3,942075201;1,682841421;6,169084542;2,25923378
7;Lago Grande di Monticchio;19696,09;10,68272352;3,614579228;11,90681604;5,998635207;1,991193135;4,428393088;7,697648043;3,972356823;19,42839309;7,697648043;-3,093183962;5,998635207;10,24740296;1,391695848;19,12456228;8,855707112;23,27438042;21,6138069;24,91545773;1,66057352;4,053226207;1,872936468;6,207103552;2,180289738
7;Lago Grande di Monticchio;19699;8,811882068;2,936865771;11,17101321;5,998043162;0,005716681;3,084056641;7,193502142;3,972129286;18,08405664;7,193502142;-3,828986785;5,998043162;12,28726199;3,296648324;21,25362681;8,990613666;23,12431136;21,48874437;24,74037019;1,635566983;3,942075201;1,682841421;6,169084542;2,25923378
7;Lago Grande di Monticchio;19721;1,611318539;5,211457331;13,02229832;6,051119594;-13,40529577;7,894013273;8,524957868;4,015786328;22,89401327;8,524957868;-1,97770168;6,051119594;10,206612;1,363681841;19,04052026;8,842930159;23,33711424;21,2136068;25,46573287;2,123507436;0,786993638;-2,005002501;3,583791896;2,791996139
7;Lago Grande di Monticchio;19837;1,611318539;5,211457331;13,02229832;6,051119594;-13,40529577;7,894013273;8,524957868;4,015786328;22,89401327;8,524957868;-1,97770168;6,051119594;10,206612;1,363681841;19,04052026;8,842930159;23,33711424;21,2136068;25,46573287;2,123507436;0,786993638;-2,005002501;3,583791896;2,791996139
7;Lago Grande di Monticchio;19930;10,68272352;3,614579228;11,90681604;5,998635207;1,991193135;4,428393088;7,697648043;3,972356823;19,42839309;7,697648043;-3,093183962;5,998635207;10,24740296;1,391695848;19,12456228;8,855707112;23,27438042;21,6138069;24,91545773;1,66057352;4,053226207;1,872936468;6,207103552;2,180289738
7;Lago Grande di Monticchio;19957,97;8,032155966;2,897254015;10,26434268;5,99888857;-1,857078445;4,170547136;6,876398132;3,972492581;19,17054714;6,876398132;-4,735657319;5,99888857;11,52903662;2,932466233;20,10505253;8,596570387;22,37291084;21,03851926;23,68984492;1,334391584;4,903539106;3,27963982;6,549274637;1,623899286
7;Lago Grande di Monticchio;19975;10,68272352;3,614579228;11,90681604;5,998635207;1,991193135;4,428393088;7,697648043;3,972356823;19,42839309;7,697648043;-3,093183962;5,998635207;10,24740296;1,391695848;19,12456228;8,855707112;23,27438042;21,6138069;24,91545773;1,66057352;4,053226207;1,872936468;6,207103552;2,180289738
7;Lago Grande di Monticchio;20095,9;8,637004104;3,418811004;14,25118091;5,998163852;-0,921736638;4,437646897;9,32003894;3,972108907;19,4376469;9,32003894;-0,748819092;5,998163852;13,36374013;7,554777389;19,1805903;5,808962741;23,27346759;21,78889445;24,76538269;1,484573141;4,248473084;2,139069535;6,32116058;2,10940355
7;Lago Grande di Monticchio;20222,57;6,846447799;2,363797182;12,66624468;5,998206558;-1,658644537;3,111835986;7,844902037;3,972193706;18,11183599;7,844902037;-2,33375532;5,998206558;9,907279491;1,755877939;18,06003002;8,151401552;23,72005896;22,014007;25,41570785;1,70605196;3,503648608;1,074537269;5,902951476;2,42911134
7;Lago Grande di Monticchio;20223;8,032155966;2,897254015;10,26434268;5,99888857;-1,857078445;4,170547136;6,876398132;3,972492581;19,17054714;6,876398132;-4,735657319;5,99888857;11,52903662;2,932466233;20,10505253;8,596570387;22,37291084;21,03851926;23,68984492;1,334391584;4,903539106;3,27963982;6,549274637;1,623899286
7;Lago Grande di Monticchio;20224;8,032155966;2,897254015;10,26434268;5,99888857;-1,857078445;4,170547136;6,876398132;3,972492581;19,17054714;6,876398132;-4,735657319;5,99888857;11,52903662;2,932466233;20,10505253;8,596570387;22,37291084;21,03851926;23,68984492;1,334391584;4,903539106;3,27963982;6,549274637;1,623899286
7;Lago Grande di Monticchio;20360;8,637004104;3,418811004;14,25118091;5,998163852;-0,921736638;4,437646897;9,32003894;3,972108907;19,4376469;9,32003894;-0,748819092;5,998163852;13,36374013;7,554777389;19,1805903;5,808962741;23,27346759;21,78889445;24,76538269;1,484573141;4,248473084;2,139069535;6,32116058;2,10940355
7;Lago Grande di Monticchio;20497;6,846447799;2,363797182;12,66624468;5,998206558;-1,658644537;3,111835986;7,844902037;3,972193706;18,11183599;7,844902037;-2,33375532;5,998206558;9,907279491;1,755877939;18,06003002;8,151401552;23,72005896;22,014007;25,41570785;1,70605196;3,503648608;1,074537269;5,902951476;2,42911134
7;Lago Grande di Monticchio;20771;5,071940406;3,156267198;11,71477552;5,998889231;-10,84356288;5,61417373;7,878896293;3,97272571;20,61417373;7,878896293;-3,285224475;5,998889231;12,31431626;3,828914457;20,8054027;8,485401803;22,87374034;21,23861931;24,49024512;1,635121034;3,945249106;1,644822411;6,283141571;2,300426695
7;Lago Grande di Monticchio;20909;14,98354933;3,342810351;16,14318775;6,047179827;6,205644449;4,606677726;11,11362603;4,012876825;19,60667773;11,11362603;1,143187745;6,047179827;13,19449439;6,322161081;20,07703852;6,872333309;23,45120466;21,76388194;25,11555778;1,687322718;4,402301602;2,025012506;6,777388694;2,377289096
7;Lago Grande di Monticchio;21071;5,071940406;3,154287507;14,45729729;6,05637949;-10,84356288;5,571239093;10,07314649;4,018496282;20,57123909;10,07314649;-0,542702712;6,05637949;11,19968825;1,475737869;20,94547274;9,723950381;22,90813599;21,26363182;24,54027014;1,644504171;4,073976434;1,75887944;6,397198599;2,315096994
7;Lago Grande di Monticchio;21516;10,84497366;3,180011921;14,25812673;5,999034551;1,933433215;3,331453801;9,660324864;3,972776705;18,3314538;9,660324864;-0,741873268;5,999034551;13,45663628;5,565782891;21,33766883;7,890853389;22,69296636;21,43871936;23,93996998;1,254247005;5,542363605;3,963981991;7,157578789;1,578381614
7;Lago Grande di Monticchio;21880;8,220354577;2,846197934;12,0777154;5,99765727;-3,337636391;4,27713235;7,837406964;3,972004247;19,27713235;7,837406964;-2,9222846;5,99765727;12,82522157;6,266133067;19,37668834;6,559088503;22,66917677;21,81390695;23,53976988;0,855269817;5,192177347;4,07803902;6,283141571;1,114138327
7;Lago Grande di Monticchio;22017;10,00152622;3,151820534;12,10158683;5,998567757;-1,608625929;4,597888204;8,113528247;3,972630497;19,5978882;8,113528247;-2,898413168;5,998567757;10,62697174;2,540270135;18,70435218;8,086701605;22,9556258;21,48874437;24,44022011;1,466881431;5,121292325;3,24162081;7,005502751;1,879671515
7;Lago Grande di Monticchio;22266;5,071940406;3,382214966;12,07058851;5,999056601;-10,84356288;6,18678375;8,324212407;3,973209138;21,18678375;8,324212407;-2,929411485;5,999056601;11,86530885;2,820410205;20,91745873;9,044898645;22,59375174;21,01350675;24,19009505;1,580244984;4,078671684;2,101050525;6,093046523;1,977621159
7;Lago Grande di Monticchio;22404;4,588826274;3,431113005;10,24218554;5,998531131;-6,997355612;5,528660214;6,704881569;3,972543251;20,52866021;6,704881569;-4,757814464;5,998531131;13,19264156;3,884942471;22,48624312;9,307699089;23,82442992;21,5887944;26,04102051;2,235635518;-0,16192768;-4,248124062;3,925962981;4,086196382
7;Lago Grande di Monticchio;22519;6,709911514;2,227854624;13,31873621;6,043642031;-2,693368276;3,729739994;8,83939474;4,009799369;18,72973999;8,83939474;-1,681263791;6,043642031;11,50788979;2,372186093;20,63731866;9,135703697;23,2010663;21,63881941;24,76538269;1,562246894;3,114957064;0,732366183;5,522761381;2,382590881
7;Lago Grande di Monticchio;22775;7,559892843;2,678876007;13,09784202;6,044493352;-1,331241945;3,676763251;8,520670063;4,01057093;18,67676325;8,520670063;-1,902157978;6,044493352;10,80277855;2,148074037;19,46073037;8,654704513;23,37854469;21,83891946;24,94047024;1,539625226;3,356383443;1,036518259;5,712856428;2,319865184
7;Lago Grande di Monticchio;22913;7,726023283;3,381555475;11,96115011;5,997857359;-0,479367256;3,864770893;7,71744468;3,971992487;18,86477089;7,71744468;-3,038849887;5,997857359;12,40447828;5,565782891;19,26463232;6,838695389;22,75310032;21,6138069;23,88994497;1,139293416;5,53630906;4,116058029;6,967483742;1,420251031
7;Lago Grande di Monticchio;23266;9,624666013;2,713941985;15,14435135;6,059106419;0,188391824;3,007580843;9,703865611;4,023898962;18,00758084;9,703865611;0,144351346;6,059106419;7,644566763;-0,513256628;15,81890945;8,157823391;23,09809463;21,5887944;24,59029515;1,509300235;5,025931575;3,051525763;7,005502751;1,974405812
7;Lago Grande di Monticchio;24315;8,637004104;3,418811004;14,25118091;5,998163852;-0,921736638;4,437646897;9,32003894;3,972108907;19,4376469;9,32003894;-0,748819092;5,998163852;13,36374013;7,554777389;19,1805903;5,808962741;23,27346759;21,78889445;24,76538269;1,484573141;4,248473084;2,139069535;6,32116058;2,10940355
7;Lago Grande di Monticchio;24474;6,846447799;2,363797182;12,66624468;5,998206558;-1,658644537;3,111835986;7,844902037;3,972193706;18,11183599;7,844902037;-2,33375532;5,998206558;9,907279491;1,755877939;18,06003002;8,151401552;23,72005896;22,014007;25,41570785;1,70605196;3,503648608;1,074537269;5,902951476;2,42911134
8;Mire Straldzha;19478;2,384891268;2,391861711;7,014918214;5,999436222;-16,51602173;3,467047351;5,102449738;3,973182955;18,46704735;5,102449738;-7,985081786;5,999436222;13,43983159;5,2016008;21,70185093;8,23823079;20,41043027;18,61230615;22,18909455;1,798124118;-5,869827055;-11,24362181;-0,484242121;5,373794756
8;Mire Straldzha;20474;2,639699707;2,582932905;6,821647831;5,999296141;-17,18787893;3,394468242;4,917149312;3,973054803;18,39446824;4,917149312;-8,178352169;5,999296141;12,93016103;4,305152576;21,53376688;8,625008454;20,92998985;19,28764382;22,56428214;1,642346032;-4,608317026;-8,962481241;-0,218109055;4,354164215
8;Mire Straldzha;21489;2,384891268;2,465166832;6,381512167;5,999219472;-16,51602173;3,447038963;4,605239893;3,972971653;18,44703896;4,605239893;-8,618487833;5,999219472;12,9531754;5,061530765;20,86143072;7,891644635;20,15226436;18,58729365;21,73886943;1,564970717;-7,257562919;-12,42221111;-2,11905953;5,164648187
8;Mire Straldzha;21974;1,240809653;2,419164005;5,786999237;5,999263337;-17,98733139;3,495981893;4,203324617;3,97300679;18,49598189;4,203324617;-9,213000763;5,999263337;12,88361863;5,285642821;20,46923462;7,597975809;19,98998614;18,53726863;21,46373187;1,452717507;-8,129046446;-13,29664832;-2,955477739;5,167601878
8;Mire Straldzha;22385;-0,571315101;2,403781698;5,650944553;5,99941237;-19,6938769;3,344665304;4,123818069;3,973070209;18,3446653;4,123818069;-9,349055447;5,99941237;12,90551539;4,865432716;20,94547274;8,040082674;20,269657;18,88744372;21,66383192;1,382213277;-6,599857137;-11,16758379;-2,005002501;4,567726655
8;Mire Straldzha;23859;4,188896457;2,267538137;5,899443475;5,999243079;-13,824241;3,287834469;4,18449973;3,972930762;18,28783447;4,18449973;-9,100556525;5,999243079;13,21782171;5,005502751;21,42171086;8,212318959;20,41701171;19,11255628;21,73886943;1,304455435;-5,510141272;-9,722861431;-1,282641321;4,212720158
9;Lake Ohrid;19102;8,885981431;3,102797006;13,89080119;5,998220655;-2,469539165;4,66342416;9,59618854;3,972421993;19,66342416;9,59618854;-1,109198806;5,998220655;12,74192179;6,630315158;18,84442221;6,111606632;22,24191958;21,51375688;22,96448224;0,728162698;6,072936028;5,256628314;6,891445723;0,816307713
9;Lake Ohrid;19374;8,885981431;3,099659895;13,76550201;5,998427567;-2,469539165;4,601709676;9,520441486;3,972496366;19,60170968;9,520441486;-1,234497985;5,998427567;12,63525248;6,182091046;19,06853427;6,453161434;22,25319241;21,48874437;23,01450725;0,764448036;6,04689588;5,218609305;6,891445723;0,828286575
9;Lake Ohrid;20183;8,885981431;3,116453898;13,27582243;5,998526596;-2,469539165;4,629343517;9,26528374;3,972521217;19,62934352;9,26528374;-1,72417757;5,998526596;12,59292209;6,042021011;19,12456228;6,550901079;22,25676287;21,46373187;23,03951976;0,793031007;6,018366841;5,142571286;6,891445723;0,875795556
9;Lake Ohrid;20849;7,274922371;2,461758938;12,55857612;5,99855388;-4,575511835;3,714904702;8,882497497;3,972489492;18,7149047;8,882497497;-2,441423882;5,99855388;12,8316191;6,350175088;19,32066033;6,481444012;22,25986996;21,43871936;23,08954477;0,821150602;5,981434759;5,066533267;6,929464732;0,914901492
9;Lake Ohrid;21849;7,274922371;2,579982493;12,12055261;5,998709417;-4,575511835;3,937113651;8,605172281;3,972564182;18,93711365;8,605172281;-2,879447388;5,998709417;12,79789594;5,789894947;19,79689845;7,008000993;22,30107624;21,33866933;23,26463232;0,962406908;5,866601035;4,8004002;6,967483742;1,066200835
9;Lake Ohrid;22948;7,274922371;2,615675047;12,19127498;5,998924338;-4,575511835;4,047555172;8,587121294;3,9727054;19,04755517;8,587121294;-2,80872502;5,998924338;12,13284874;4,36118059;19,88094047;7,77166815;22,37153088;21,28864432;23,46473237;1,082886559;5,720088118;4,458229115;6,967483742;1,261859003
9;Lake Ohrid;23940;7,274922371;2,580976445;11,66545852;5,999089103;-4,575511835;3,946092637;8,273071474;3,972775476;18,94609264;8,273071474;-3,334541483;5,999089103;12,26225553;3,856928464;20,66533267;8,405327066;22,44343918;21,13856928;23,76488244;1,304869896;5,394114727;3,849924962;6,967483742;1,544189764
10;Torrecilla de Valmadrid;20456;10,55303827;2,435106561;16,22621133;6,000433269;0,656468471;3,215926359;10,9303764;3,974442736;18,21592636;10,9303764;1,226211328;6,000433269;12,32681655;4,389194597;20,27313657;7,937621953;22,53536551;21,23861931;23,83991996;1,296746203;5,084229232;3,545772886;6,625312656;1,538456346
11;Valle di Castiglione;20649,7;15,24361109;2,622410804;15,30017605;5,998571411;6,02395463;3,423061218;10,19706756;3,973051303;18,42306122;10,19706756;0,300176045;5,998571411;9,43033884;-0,261130565;19,12456228;9,691469405;23,72829461;21,28864432;26,16608304;2,439650287;3,649176901;0,162081041;7,11955978;3,487095861
11;Valle di Castiglione;22001,6;10,76540911;2,295115936;16,07086818;6,000564007;3,070834239;3,148674529;10,98232932;3,974917222;18,14867453;10,98232932;1,070868176;6,000564007;10,33201134;-1,381690845;22,06603302;11,71370219;23,39771604;20,61330665;26,19109555;2,78440939;1,695714791;-2,803401701;6,245122561;4,499116492
12;Lake Estanya;19500;8,269608856;2,684289736;13,15248178;5,999852293;-2,287332319;3,800280548;8,818644974;3,973404831;18,80028055;8,818644974;-1,847518221;5,999852293;12,15682426;5,061530765;19,26463232;7,095293495;22,04808219;21,26363182;22,83941971;0,784450371;5,78762877;4,83841921;6,739369685;0,94920956
12;Lake Estanya;19773;10,17750916;2,424694053;13,63657357;5,999285741;1,41050408;3,203262146;9,118989436;3,973092856;18,20326215;9,118989436;-1,363426434;5,999285741;12,20223125;5,48174087;18,90045023;6,72049038;22,11860441;21,38869435;22,86443222;0,729910066;5,911431162;5,066533267;6,777388694;0,844897895
12;Lake Estanya;20784;11,65818082;2,603484124;13,9830615;6,000261765;0,959555167;3,399788;9,442008983;3,973736762;18,399788;9,442008983;-1,016938503;6,000261765;12,12550251;5,173586793;19,09654827;6,951915717;22,15617395;21,38869435;22,93946973;0,767479598;5,842004135;4,914457229;6,739369685;0,927546906
13;Stracciacappa;21484;7,986112833;3,581825536;10,02975364;6,002591691;-7,685337224;5,722297802;7,924417057;3,97524599;20,7222978;7,924417057;-4,970246365;6,002591691;8,738146301;-2,614307154;20,07703852;11,35245346;23,60327712;21,08854427;26,14107054;2,514732845;-4,800948926;-9,874937469;0,314157079;5,073988543
13;Stracciacappa;21927;8,503552139;2,560180618;11,0181812;6,000675981;-2,936108768;3,825097987;7,793841918;3,973670623;18,82509799;7,793841918;-3,981818804;6,000675981;11,38276031;0,775387694;22,010005;10,60737262;23,90603582;21,86393197;25,96598299;2,042103855;0,114306855;-2,955477739;3,165582791;3,069784593
14;Banyoles;18669,81;9,712876067;4,609576868;12,37918794;6,136986877;-6,710268496;6,644583631;9,462397106;4,076314325;21,64458363;9,462397106;-2,620812061;6,136986877;9,229829835;-0,709354677;19,1805903;9,939184512;23,85367387;21,43871936;26,26613307;2,414954507;-3,85149703;-8,050025013;0,352176088;4,198527983
14;Banyoles;18672;5,801553061;3,866903291;11,74104716;6,000004757;-8,951310276;6,296298869;8,28933665;3,97344963;21,29629887;8,28933665;-3,25895284;6,000004757;12,11218971;3,380690345;20,86143072;8,731499365;22,82539834;21,46373187;24,19009505;1,361666471;3,593677959;1,568784392;5,636818409;2,024893567
14;Banyoles;18945,59;5,801553061;3,866903291;11,74104716;6,000004757;-8,951310276;6,296298869;8,28933665;3,97344963;21,29629887;8,28933665;-3,25895284;6,000004757;12,11218971;3,380690345;20,86143072;8,731499365;22,82539834;21,46373187;24,19009505;1,361666471;3,593677959;1,568784392;5,636818409;2,024893567
14;Banyoles;18947;3,912060336;6,161053496;6,397583521;5,999598412;-12,39100373;10,99523887;4,406065486;3,97291696;25,99523887;4,406065486;-8,602416479;5,999598412;11,40829275;2,288144072;20,55327664;9,120148678;22,90225558;21,03851926;24,7903952;1,863736321;-1,843549983;-5,350675338;1,644822411;3,507125354
14;Banyoles;19252;10,13750028;4,13308886;12,84949091;6,092000209;-0,119970031;8,174540684;9,096382338;4,045934357;23,17454068;9,096382338;-2,15050909;6,092000209;11,6911787;4,529264632;18,87243622;7,161914068;23,63610595;21,43871936;25,81590795;2,197386589;-3,530643726;-7,403701851;0,314157079;3,873058125
14;Banyoles;19252,02;3,912060336;6,161053496;6,397583521;5,999598412;-12,39100373;10,99523887;4,406065486;3,97291696;25,99523887;4,406065486;-8,602416479;5,999598412;11,40829275;2,288144072;20,55327664;9,120148678;22,90225558;21,03851926;24,7903952;1,863736321;-1,843549983;-5,350675338;1,644822411;3,507125354
14;Banyoles;19679;11,61711177;5,552634213;15,16909361;6,176984871;-2,186483382;7,938934624;11,20516855;4,111494311;22,93893462;11,20516855;0,169093615;6,176984871;12,24939076;2,540270135;21,981991;9,709120625;24,64113648;22,88944472;26,4162081;1,751691763;1,484782006;-1,852926463;4,83841921;3,337708469
14;Banyoles;19710;3,912060336;5,150835832;10,99869972;6,150627899;-12,39100373;9,293297098;8,13747479;4,088535437;24,2932971;8,13747479;-4,001300283;6,150627899;11,89519344;3,324662331;20,44122061;8,570531109;23,2628316;20,88844422;25,64082041;2,374387377;-4,813746986;-8,734367184;-0,902451226;3,920620198
14;Banyoles;19711,66;10,13750028;4,13308886;12,84949091;6,092000209;-0,119970031;8,174540684;9,096382338;4,045934357;23,17454068;9,096382338;-2,15050909;6,092000209;11,6911787;4,529264632;18,87243622;7,161914068;23,63610595;21,43871936;25,81590795;2,197386589;-3,530643726;-7,403701851;0,314157079;3,873058125
14;Banyoles;19762;11,61711177;5,552634213;15,16909361;6,176984871;-2,186483382;7,938934624;11,20516855;4,111494311;22,93893462;11,20516855;0,169093615;6,176984871;12,24939076;2,540270135;21,981991;9,709120625;24,64113648;22,88944472;26,4162081;1,751691763;1,484782006;-1,852926463;4,83841921;3,337708469
14;Banyoles;19893;3,912060336;5,145043689;7,805815865;6,000345469;-12,39100373;9,640478703;5,79643665;3,973249214;24,6404787;5,79643665;-7,194184135;6,000345469;11,5180819;2,316158079;20,69334667;9,201923821;23,61694022;21,43871936;25,81590795;2,178220865;-3,777998762;-7,631815908;0,048024012;3,853817146
14;Banyoles;19898,51;3,912060336;5,150835832;10,99869972;6,150627899;-12,39100373;9,293297098;8,13747479;4,088535437;24,2932971;8,13747479;-4,001300283;6,150627899;11,89519344;3,324662331;20,44122061;8,570531109;23,2628316;20,88844422;25,64082041;2,374387377;-4,813746986;-8,734367184;-0,902451226;3,920620198
14;Banyoles;19973,9;12,74163795;5,461212527;13,4951319;6,08960758;-0,939479987;7,590164166;9,962396336;4,044154721;22,59016417;9,962396336;-1,504868102;6,08960758;11,53354986;3,296648324;19,79689845;8,236901536;22,89536668;21,73886943;24,04002001;1,156497247;5,256558373;3,811905953;6,701350675;1,44465242
14;Banyoles;20027;10,68023973;5,587695371;10,91340993;6,001697292;-4,278231182;7,712848982;8,122946576;3,974496194;22,71284898;8,122946576;-4,086590068;6,001697292;11,23149731;2,064032016;20,4132066;9,167465294;24,47323946;22,48924462;26,44122061;1,983994838;-0,620935185;-4,286143072;3,051525763;3,665207887
14;Banyoles;20142;10,68023973;5,587695371;10,91340993;6,001697292;-4,278231182;7,712848982;8,122946576;3,974496194;22,71284898;8,122946576;-4,086590068;6,001697292;11,23149731;2,064032016;20,4132066;9,167465294;24,47323946;22,48924462;26,44122061;1,983994838;-0,620935185;-4,286143072;3,051525763;3,665207887
14;Banyoles;20241;5,400906051;6,143712916;12,20943103;6,125009799;-11,2944986;8,081591757;9,330538456;4,068632864;23,08159176;9,330538456;-2,790568974;6,125009799;10,28093819;-0,037018509;20,60930465;10,3179567;24,09473084;22,03901951;26,16608304;2,055711326;-2,331404679;-6,377188594;1,682841421;4,045783915
14;Banyoles;20264,82;3,912060336;5,145043689;7,805815865;6,000345469;-12,39100373;9,640478703;5,79643665;3,973249214;24,6404787;5,79643665;-7,194184135;6,000345469;11,5180819;2,316158079;20,69334667;9,201923821;23,61694022;21,43871936;25,81590795;2,178220865;-3,777998762;-7,631815908;0,048024012;3,853817146
14;Banyoles;20303;5,400906051;6,143712916;12,20943103;6,125009799;-11,2944986;8,081591757;9,330538456;4,068632864;23,08159176;9,330538456;-2,790568974;6,125009799;10,28093819;-0,037018509;20,60930465;10,3179567;24,09473084;22,03901951;26,16608304;2,055711326;-2,331404679;-6,377188594;1,682841421;4,045783915
14;Banyoles;20311;6,882959327;4,004182413;9,576331295;5,999653908;-6,224778934;7,080058511;6,828454516;3,972947021;22,08005851;6,828454516;-5,423668705;5,999653908;12,46660429;3,912956478;21,02951476;8,553647812;22,11136981;20,76338169;23,46473237;1,347988116;3,569501346;1,492746373;5,674837419;2,076754973
14;Banyoles;20364;2,813934775;5,142530144;13,18253664;6,105345288;-14,84424082;7,082695995;9,760756526;4,054162001;22,082696;9,760756526;-1,817463359;6,105345288;11,68283039;2,652326163;20,69334667;9,030504227;24,03139353;22,11405703;25,96598299;1,917336497;-1,354968978;-4,970485243;2,291145573;3,615516264
14;Banyoles;20472;2,813934775;5,142530144;13,18253664;6,105345288;-14,84424082;7,082695995;9,760756526;4,054162001;22,082696;9,760756526;-1,817463359;6,105345288;11,68283039;2,652326163;20,69334667;9,030504227;24,03139353;22,11405703;25,96598299;1,917336497;-1,354968978;-4,970485243;2,291145573;3,615516264
14;Banyoles;20588;3,193978467;5,965395469;13,22944644;6,22823064;-11,06006559;8,6228746;9,510046385;4,152909237;23,6228746;9,510046385;-1,770553556;6,22823064;11,2992631;2,512256128;20,10505253;8,787006972;23,84351111;21,73886943;25,96598299;2,104641671;-2,769006749;-6,529264632;0,99849925;3,760257883
14;Banyoles;20631,13;6,882959327;4,004182413;9,576331295;5,999653908;-6,224778934;7,080058511;6,828454516;3,972947021;22,08005851;6,828454516;-5,423668705;5,999653908;12,46660429;3,912956478;21,02951476;8,553647812;22,11136981;20,76338169;23,46473237;1,347988116;3,569501346;1,492746373;5,674837419;2,076754973
14;Banyoles;20724;5,757520838;3,812438516;8,531401107;6,001010142;-8,698759617;6,301479461;6,404075526;3,973931584;21,30147946;6,404075526;-6,468598893;6,001010142;10,7609357;0,71935968;20,77738869;10,04157602;24,27485316;22,18909455;26,34117059;2,085758614;-1,172091354;-4,818409205;2,443221611;3,64631785
14;Banyoles;20880;3,193978467;5,965395469;13,22944644;6,22823064;-11,06006559;8,6228746;9,510046385;4,152909237;23,6228746;9,510046385;-1,770553556;6,22823064;11,2992631;2,512256128;20,10505253;8,787006972;23,84351111;21,73886943;25,96598299;2,104641671;-2,769006749;-6,529264632;0,99849925;3,760257883
14;Banyoles;20960,82;5,757520838;3,812438516;8,531401107;6,001010142;-8,698759617;6,301479461;6,404075526;3,973931584;21,30147946;6,404075526;-6,468598893;6,001010142;10,7609357;0,71935968;20,77738869;10,04157602;24,27485316;22,18909455;26,34117059;2,085758614;-1,172091354;-4,818409205;2,443221611;3,64631785
14;Banyoles;21032;7,361839437;3,784455564;17,86899378;6,458595579;-6,670216301;6,508951064;12,68047113;4,344172679;21,50895106;12,68047113;2,868993778;6,458595579;12,69884185;3,80090045;21,6178089;8,8979414;24,59071899;22,71435718;26,49124562;1,876361815;1,624799354;-1,890945473;5,142571286;3,515744826
14;Banyoles;21095;3,448923792;3,727795842;9,677569934;6,000273716;-13,41886511;6,454056227;7,014829116;3,973413403;21,45405623;7,014829116;-5,322430066;6,000273716;12,37781628;3,212606303;21,56178089;9,165209977;24,87294902;23,03951976;26,69134567;1,833429262;1,425808755;-1,738869435;4,572286143;3,16467819
14;Banyoles;21276;7,361839437;3,784455564;17,86899378;6,458595579;-6,670216301;6,508951064;12,68047113;4,344172679;21,50895106;12,68047113;2,868993778;6,458595579;12,69884185;3,80090045;21,6178089;8,8979414;24,59071899;22,71435718;26,49124562;1,876361815;1,624799354;-1,890945473;5,142571286;3,515744826
14;Banyoles;21314;-1,060579591;3,877919282;9,266243262;6,006390544;-19,87014898;5,502421378;7,740113482;3,978065844;20,50242138;7,740113482;-5,733756738;6,006390544;10,26124629;-1,073536768;21,6178089;11,33478306;22,6902175;20,53826913;24,86543272;2,151948368;-9,132224493;-14,24712356;-3,981990995;5,114899068
14;Banyoles;21327,13;2,135589426;6,384310027;8,88665658;5,998883038;-13,03897749;11,60977718;6,089850055;3,972392397;26,60977718;6,089850055;-6,11334342;5,998883038;13,1606957;5,285642821;21,02951476;7,875052879;22,95886272;21,51375688;24,3901951;1,445105838;4,044043522;2,253126563;5,864932466;1,790916959
14;Banyoles;21409;-1,060579591;3,877919282;9,266243262;6,006390544;-19,87014898;5,502421378;7,740113482;3,978065844;20,50242138;7,740113482;-5,733756738;6,006390544;10,26124629;-1,073536768;21,6178089;11,33478306;22,6902175;20,53826913;24,86543272;2,151948368;-9,132224493;-14,24712356;-3,981990995;5,114899068
14;Banyoles;21481;5,074867505;4,190115455;10,72662842;6,002851109;-11,3626347;5,986049155;8,189282796;3,975498959;20,98604916;8,189282796;-4,273371581;6,002851109;11,11432023;1,783891946;20,44122061;9,330428284;24,41537504;22,4142071;26,4162081;2,001167935;-0,491500584;-4,172086043;3,165582791;3,680585459
14;Banyoles;21508;2,135589426;6,384310027;8,88665658;5,998883038;-13,03897749;11,60977718;6,089850055;3,972392397;26,60977718;6,089850055;-6,11334342;5,998883038;13,1606957;5,285642821;21,02951476;7,875052879;22,95886272;21,51375688;24,3901951;1,445105838;4,044043522;2,253126563;5,864932466;1,790916959
14;Banyoles;21562;5,074867505;4,190115455;10,72662842;6,002851109;-11,3626347;5,986049155;8,189282796;3,975498959;20,98604916;8,189282796;-4,273371581;6,002851109;11,11432023;1,783891946;20,44122061;9,330428284;24,41537504;22,4142071;26,4162081;2,001167935;-0,491500584;-4,172086043;3,165582791;3,680585459
