Place;Deg_Lon;Deg_Lat;altitude;Biome;TANN;PANN;MTCO;MTWA
Dambach_a125;8,4822;48,5046;211;COST;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a126;8,4822;48,5046;100;COST;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a127;8,4829;48,5138;67;COST;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a128;8,4829;48,5138;125;COCO;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a129;8,4829;48,5138;66;COCO;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a13;15,45;48,3167;155;COMX;8,286199709;797,6072359;-1,085919698;17,48300171
Dambach_a130;8,4829;48,5138;267;COCO;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a131;8,4833;48,5147;53;COCO;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a132;8,4833;48,5147;305;COCO;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a133;8,4833;48,5147;206;COST;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a134;8,4833;48,5147;128;COMX;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a135;8,4833;48,5147;85;COMX;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a136;8,4833;48,5147;220;COMX;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a137;8,4833;48,5147;260;COMX;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a138;8,4816;48,516;52;COMX;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a139;8,4816;48,516;106;COMX;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a14;15,45;48,3167;183;COMX;8,286199709;797,6072359;-1,085919698;17,48300171
Dambach_a140;8,4816;48,516;340;COMX;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a141;8,4816;48,516;306;COMX;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a142;8,4816;48,516;506;COMX;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a143;8,4816;48,516;464;COMX;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a144;8,4816;48,516;880;COCO;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a145;8,4816;48,516;1169;COCO;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a146;8,4568;48,5244;156;COMX;7,459199438;1345,968225;-0,738022606;15,61840026
Dambach_a147;8,4568;48,5244;1371;COMX;7,459199438;1345,968225;-0,738022606;15,61840026
Dambach_a148;8,4568;48,5244;1391;COMX;7,459199438;1345,968225;-0,738022606;15,61840026
Dambach_a149;8,4568;48,5244;1594;COMX;7,459199438;1345,968225;-0,738022606;15,61840026
Dambach_a15;15,45;48,3167;1309;COMX;8,286199709;797,6072359;-1,085919698;17,48300171
Dambach_a150;8,4568;48,5244;1401;COMX;7,459199438;1345,968225;-0,738022606;15,61840026
Dambach_a151;8,4568;48,5244;1377;COMX;7,459199438;1345,968225;-0,738022606;15,61840026
Dambach_a152;8,4549;48,5247;1194;COMX;7,459199438;1345,968225;-0,738022606;15,61840026
Dambach_a153;8,4549;48,5247;1114;COMX;7,459199438;1345,968225;-0,738022606;15,61840026
Dambach_a154;8,4549;48,5247;1221;COMX;7,459199438;1345,968225;-0,738022606;15,61840026
Dambach_a155;8,4549;48,5247;1301;COMX;7,459199438;1345,968225;-0,738022606;15,61840026
Dambach_a156;8,4549;48,5247;1461;COMX;7,459199438;1345,968225;-0,738022606;15,61840026
Dambach_a157;8,3852;48,5294;1055;COCO;7,459199438;1345,968225;-0,738022606;15,61840026
Dambach_a158;8,3852;48,5294;1000;COCO;7,459199438;1345,968225;-0,738022606;15,61840026
Dambach_a159;8,3852;48,5294;915;COMX;7,459199438;1345,968225;-0,738022606;15,61840026
Dambach_a16;15,45;48,3167;1013;COCO;8,286199709;797,6072359;-1,085919698;17,48300171
Dambach_a160;8,3852;48,5294;1000;COMX;7,459199438;1345,968225;-0,738022606;15,61840026
Dambach_a161;8,3852;48,5294;939;COMX;7,459199438;1345,968225;-0,738022606;15,61840026
Dambach_a162;15,1667;48,5333;994;COCO;7,005705605;923,1940341;-2,254231771;16,10351149
Dambach_a163;15,1667;48,5333;991;COCO;7,005705605;923,1940341;-2,254231771;16,10351149
Dambach_a164;15,1667;48,5333;843;COMX;7,005705605;923,1940341;-2,254231771;16,10351149
Dambach_a165;15,1667;48,5333;843;COCO;7,005705605;923,1940341;-2,254231771;16,10351149
Dambach_a166;15,1667;48,5333;591;COCO;7,005705605;923,1940341;-2,254231771;16,10351149
Dambach_a167;8,4919;48,5428;338;COMX;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a168;8,4919;48,5428;260;COMX;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a169;8,4919;48,5428;216;COMX;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a17;15,3833;48,3833;230;COCO;7,507796933;815,8314872;-1,713287473;16,59360313
Dambach_a170;8,4919;48,5428;264;COMX;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a171;8,4919;48,5428;224;COMX;7,813887974;1312,753165;-0,502069076;16,07621225
Dambach_a172;8,3632;48,5454;141;COMX;7,459199438;1345,968225;-0,738022606;15,61840026
Dambach_a173;8,3632;48,5454;140;COMX;7,459199438;1345,968225;-0,738022606;15,61840026
Dambach_a174;8,3632;48,5454;130;COMX;7,459199438;1345,968225;-0,738022606;15,61840026
Dambach_a175;8,3632;48,5454;227;COMX;7,459199438;1345,968225;-0,738022606;15,61840026
Dambach_a176;8,3632;48,5454;570;COMX;7,459199438;1345,968225;-0,738022606;15,61840026
Dambach_a177;8,4988;48,5486;355;COMX;7,853767625;1316,285162;-0,370906467;16,04010614
Dambach_a178;8,4988;48,5486;128;COMX;7,853767625;1316,285162;-0,370906467;16,04010614
Dambach_a179;8,4988;48,5486;116;COCO;7,853767625;1316,285162;-0,370906467;16,04010614
Dambach_a18;15,3833;48,3833;285;COMX;7,507796933;815,8314872;-1,713287473;16,59360313
Dambach_a180;8,4988;48,5486;345;COMX;7,853767625;1316,285162;-0,370906467;16,04010614
Dambach_a181;8,4988;48,5486;110;COMX;7,853767625;1316,285162;-0,370906467;16,04010614
Dambach_a182;15,2;48,55;320;COCO;7,71782126;872,2585666;-1,688102007;16,95447159
Dambach_a183;15,2;48,55;170;COMX;7,71782126;872,2585666;-1,688102007;16,95447159
Dambach_a184;15,2;48,55;814;COCO;7,71782126;872,2585666;-1,688102007;16,95447159
Dambach_a185;15,2;48,55;1056;COCO;7,71782126;872,2585666;-1,688102007;16,95447159
Dambach_a186;15,2;48,55;991;COCO;7,71782126;872,2585666;-1,688102007;16,95447159
Dambach_a187;15,5167;48,55;10;COCO;8,325020274;731,6015983;-1,115854184;17,65138499
Dambach_a188;15,5167;48,55;10;COCO;8,325020274;731,6015983;-1,115854184;17,65138499
Dambach_a189;15,5167;48,55;70;COST;8,325020274;731,6015983;-1,115854184;17,65138499
Dambach_a19;15,3833;48,3833;30;COCO;7,507796933;815,8314872;-1,713287473;16,59360313
Dambach_a190;15,5167;48,55;35;COCO;8,325020274;731,6015983;-1,115854184;17,65138499
Dambach_a191;15,5167;48,55;60;COMX;8,325020274;731,6015983;-1,115854184;17,65138499
Dambach_a192;15,5167;48,55;20;COMX;8,325020274;731,6015983;-1,115854184;17,65138499
Dambach_a193;15,5167;48,55;20;COMX;8,325020274;731,6015983;-1,115854184;17,65138499
Dambach_a194;15,5167;48,55;20;COMX;8,325020274;731,6015983;-1,115854184;17,65138499
Dambach_a195;8,3555;48,5606;5;COMX;7,629866095;1299,072011;-0,432478939;15,6972971
Dambach_a196;8,3555;48,5606;15;COMX;7,629866095;1299,072011;-0,432478939;15,6972971
Dambach_a197;8,3555;48,5606;1380;COMX;7,629866095;1299,072011;-0,432478939;15,6972971
Dambach_a198;8,3555;48,5606;1380;COCO;7,629866095;1299,072011;-0,432478939;15,6972971
Dambach_a199;8,3555;48,5606;1380;COCO;7,629866095;1299,072011;-0,432478939;15,6972971
Dambach_a2;15,45;48,3167;1380;COCO;8,286199709;797,6072359;-1,085919698;17,48300171
Dambach_a20;15,3833;48,3833;1380;COST;7,507796933;815,8314872;-1,713287473;16,59360313
Dambach_a200;8,3777;48,5607;752;COMX;7,525768443;1340,501518;-0,592077797;15,62187831
Dambach_a201;8,3777;48,5607;812;COMX;7,525768443;1340,501518;-0,592077797;15,62187831
Dambach_a202;8,3777;48,5607;2413;COMX;7,525768443;1340,501518;-0,592077797;15,62187831
Dambach_a203;8,3777;48,5607;2208;COMX;7,525768443;1340,501518;-0,592077797;15,62187831
Dambach_a204;8,3777;48,5607;2748;COMX;7,525768443;1340,501518;-0,592077797;15,62187831
Dambach_a205;8,3777;48,5607;2748;COMX;7,525768443;1340,501518;-0,592077797;15,62187831
Dambach_a206;15,15;48,5667;2208;COCO;7,689417531;897,4396312;-1,714803656;16,91208299
Dambach_a207;15,15;48,5667;2208;COMX;7,689417531;897,4396312;-1,714803656;16,91208299
Dambach_a208;15,15;48,5667;2748;COMX;7,689417531;897,4396312;-1,714803656;16,91208299
Dambach_a209;15,15;48,5667;2748;COMX;7,689417531;897,4396312;-1,714803656;16,91208299
Dambach_a21;15,3833;48,3833;2748;COST;7,507796933;815,8314872;-1,713287473;16,59360313
Dambach_a210;15,1667;48,5667;1506;COMX;7,71782126;872,2585666;-1,688102007;16,95447159
Dambach_a211;15,1667;48,5667;1506;TUND;7,71782126;872,2585666;-1,688102007;16,95447159
Dambach_a212;15,1667;48,5667;1506;COCO;7,71782126;872,2585666;-1,688102007;16,95447159
Dambach_a213;15,1667;48,5667;1506;COST;7,71782126;872,2585666;-1,688102007;16,95447159
Dambach_a214;15,3667;48,5667;400;COCO;8,005663171;780,9233272;-1,382255097;17,26223119
Dambach_a215;15,3667;48,5667;390;COMX;8,005663171;780,9233272;-1,382255097;17,26223119
Dambach_a216;15,3667;48,5667;292;COMX;8,005663171;780,9233272;-1,382255097;17,26223119
Dambach_a217;15,3667;48,5667;388;COCO;8,005663171;780,9233272;-1,382255097;17,26223119
Dambach_a218;15,3667;48,5667;388;COCO;8,005663171;780,9233272;-1,382255097;17,26223119
Dambach_a219;15,3833;48,5667;390;COMX;8,005663171;780,9233272;-1,382255097;17,26223119
Dambach_a22;15,3833;48,3833;408;COMX;7,507796933;815,8314872;-1,713287473;16,59360313
Dambach_a220;15,3833;48,5667;408;COST;8,005663171;780,9233272;-1,382255097;17,26223119
Dambach_a221;15,3833;48,5667;1299;COST;8,005663171;780,9233272;-1,382255097;17,26223119
Dambach_a222;15,3833;48,5667;1641;COST;8,005663171;780,9233272;-1,382255097;17,26223119
Dambach_a223;15,4167;48,5667;1380;COMX;8,005663171;780,9233272;-1,382255097;17,26223119
Dambach_a224;15,4167;48,5667;890;COMX;8,005663171;780,9233272;-1,382255097;17,26223119
Dambach_a225;15,4167;48,5667;890;COMX;8,005663171;780,9233272;-1,382255097;17,26223119
Dambach_a226;15,4167;48,5667;890;COMX;8,005663171;780,9233272;-1,382255097;17,26223119
Dambach_a227;15,5167;48,5667;87;COMX;8,325020274;731,6015983;-1,115854184;17,65138499
Dambach_a228;15,5167;48,5667;71;COMX;8,325020274;731,6015983;-1,115854184;17,65138499
Dambach_a229;15,5167;48,5667;71;COMX;8,325020274;731,6015983;-1,115854184;17,65138499
Dambach_a23;15,3833;48,3833;3;COCO;7,507796933;815,8314872;-1,713287473;16,59360313
Dambach_a230;15,5167;48,5667;14;COCO;8,325020274;731,6015983;-1,115854184;17,65138499
Dambach_a231;15,5167;48,5667;29;COMX;8,325020274;731,6015983;-1,115854184;17,65138499
Dambach_a232;8,3478;48,5692;131;COCO;7,629866095;1299,072011;-0,432478939;15,6972971
Dambach_a233;8,3478;48,5692;133;COCO;7,629866095;1299,072011;-0,432478939;15,6972971
Dambach_a234;8,3478;48,5692;99;COMX;7,629866095;1299,072011;-0,432478939;15,6972971
Dambach_a235;8,3478;48,5692;108;COMX;7,629866095;1299,072011;-0,432478939;15,6972971
Dambach_a236;8,3478;48,5692;120;COMX;7,629866095;1299,072011;-0,432478939;15,6972971
Dambach_a237;8,3491;48,5704;191;COMX;7,629866095;1299,072011;-0,432478939;15,6972971
Dambach_a238;8,3491;48,5704;191;COMX;7,629866095;1299,072011;-0,432478939;15,6972971
Dambach_a239;8,3491;48,5704;191;COMX;7,629866095;1299,072011;-0,432478939;15,6972971
Dambach_a24;15,3833;48,3833;191;COMX;7,507796933;815,8314872;-1,713287473;16,59360313
Dambach_a240;8,3491;48,5704;191;COMX;7,629866095;1299,072011;-0,432478939;15,6972971
Dambach_a241;8,3491;48,5704;191;COMX;7,629866095;1299,072011;-0,432478939;15,6972971
Dambach_a242;8,3483;48,5713;191;COMX;7,629866095;1299,072011;-0,432478939;15,6972971
Dambach_a243;8,3483;48,5713;191;COMX;7,629866095;1299,072011;-0,432478939;15,6972971
Dambach_a244;8,3483;48,5713;191;COMX;7,629866095;1299,072011;-0,432478939;15,6972971
Dambach_a245;8,3483;48,5713;290;COMX;7,629866095;1299,072011;-0,432478939;15,6972971
Dambach_a246;8,3483;48,5713;290;COMX;7,629866095;1299,072011;-0,432478939;15,6972971
Dambach_a247;15,2;48,5833;290;COCO;7,71782126;872,2585666;-1,688102007;16,95447159
Dambach_a248;15,2;48,5833;290;COMX;7,71782126;872,2585666;-1,688102007;16,95447159
Dambach_a249;15,2;48,5833;290;COMX;7,71782126;872,2585666;-1,688102007;16,95447159
Dambach_a25;15,3833;48,3833;290;COMX;7,507796933;815,8314872;-1,713287473;16,59360313
Dambach_a250;15,2;48,5833;290;COMX;7,71782126;872,2585666;-1,688102007;16,95447159
Dambach_a251;8,1717;49,009;290;COMX;10,54819167;813,5335135;2,220087846;18,99928665
Dambach_a252;8,1717;49,009;290;COMX;10,54819167;813,5335135;2,220087846;18,99928665
Dambach_a253;8,1717;49,009;983;COMX;10,54819167;813,5335135;2,220087846;18,99928665
Dambach_a254;8,1717;49,009;1050;COMX;10,54819167;813,5335135;2,220087846;18,99928665
Dambach_a255;8,0593;49,0111;1298;COMX;10,06144989;814,7641826;1,879882813;18,40842628
Dambach_a256;8,0593;49,0111;1446;COMX;10,06144989;814,7641826;1,879882813;18,40842628
Dambach_a257;8,0593;49,0111;1563;COMX;10,06144989;814,7641826;1,879882813;18,40842628
Dambach_a258;8,0598;49,0115;1510;COMX;10,06144989;814,7641826;1,879882813;18,40842628
Dambach_a259;8,0598;49,0115;1520;COMX;10,06144989;814,7641826;1,879882813;18,40842628
Dambach_a26;15,3833;48,3833;1618;COMX;7,507796933;815,8314872;-1,713287473;16,59360313
Dambach_a260;8,0598;49,0115;1663;COCO;10,06144989;814,7641826;1,879882813;18,40842628
Dambach_a261;8,0598;49,0115;1722;COMX;10,06144989;814,7641826;1,879882813;18,40842628
Dambach_a262;8,0582;49,0119;1781;COST;10,06144989;814,7641826;1,879882813;18,40842628
Dambach_a263;8,0582;49,0119;1846;COST;10,06144989;814,7641826;1,879882813;18,40842628
Dambach_a264;8,0582;49,0119;1922;COST;10,06144989;814,7641826;1,879882813;18,40842628
Dambach_a265;8,0406;49,0207;2014;COMX;10,06144989;814,7641826;1,879882813;18,40842628
Dambach_a266;8,0406;49,0207;2090;COMX;10,06144989;814,7641826;1,879882813;18,40842628
Dambach_a267;8,0406;49,0207;2143;COCO;10,06144989;814,7641826;1,879882813;18,40842628
Dambach_a268;8,1764;49,0211;2159;COMX;10,54819167;813,5335135;2,220087846;18,99928665
Dambach_a269;8,1764;49,0211;2219;COMX;10,54819167;813,5335135;2,220087846;18,99928665
Dambach_a27;15,3833;48,3833;2266;COMX;7,507796933;815,8314872;-1,713287473;16,59360313
Dambach_a270;8,1764;49,0211;2298;COST;10,54819167;813,5335135;2,220087846;18,99928665
Dambach_a271;8,0413;49,0217;2348;COCO;10,06144989;814,7641826;1,879882813;18,40842628
Dambach_a272;8,0413;49,0217;2467;COCO;10,06144989;814,7641826;1,879882813;18,40842628
Dambach_a273;8,0413;49,0217;2483;COCO;10,06144989;814,7641826;1,879882813;18,40842628
Dambach_a274;8,0413;49,0217;2518;COCO;10,06144989;814,7641826;1,879882813;18,40842628
Dambach_a275;8,1732;49,0221;2599;COMX;10,54819167;813,5335135;2,220087846;18,99928665
Dambach_a276;8,1628;49,0265;2606;COST;10,54819167;813,5335135;2,220087846;18,99928665
Dambach_a277;8,1628;49,0265;2668;COST;10,54819167;813,5335135;2,220087846;18,99928665
Dambach_a278;8,1628;49,0265;38;COST;10,54819167;813,5335135;2,220087846;18,99928665
Dambach_a279;8,1628;49,0265;634;COST;10,54819167;813,5335135;2,220087846;18,99928665
Dambach_a28;15,3833;48,3833;474;COMX;7,507796933;815,8314872;-1,713287473;16,59360313
Dambach_a280;8,16;49,0274;356;COCO;10,4047551;806,6861558;2,133846998;18,82158788
Dambach_a281;8,16;49,0274;62;COMX;10,4047551;806,6861558;2,133846998;18,82158788
Dambach_a282;8,16;49,0274;1460;COMX;10,4047551;806,6861558;2,133846998;18,82158788
Dambach_a283;8,16;49,0274;1430;COCO;10,4047551;806,6861558;2,133846998;18,82158788
Dambach_a284;8,1427;49,04;1360;CLMX;10,4047551;806,6861558;2,133846998;18,82158788
Dambach_a285;8,1427;49,04;1426;TEDE;10,4047551;806,6861558;2,133846998;18,82158788
Dambach_a286;8,1427;49,04;645;COCO;10,4047551;806,6861558;2,133846998;18,82158788
Dambach_a287;8,1427;49,04;538;COCO;10,4047551;806,6861558;2,133846998;18,82158788
Dambach_a288;8,1472;49,0403;1500;COCO;10,4047551;806,6861558;2,133846998;18,82158788
Dambach_a289;8,1472;49,0403;1364;COCO;10,4047551;806,6861558;2,133846998;18,82158788
Dambach_a29;15,3833;48,3833;998;COMX;7,507796933;815,8314872;-1,713287473;16,59360313
Dambach_a290;8,1472;49,0403;952;COCO;10,4047551;806,6861558;2,133846998;18,82158788
Dambach_a291;8,1983;49,0547;1089;COMX;10,38111357;753,7019455;2,129637559;18,79530525
Dambach_a292;8,1983;49,0547;1390;COMX;10,38111357;753,7019455;2,129637559;18,79530525
Dambach_a293;8,1983;49,0547;348;COMX;10,38111357;753,7019455;2,129637559;18,79530525
Dambach_a294;8,1983;49,0547;757;COMX;10,38111357;753,7019455;2,129637559;18,79530525
Dambach_a295;8,1977;49,0557;464;COST;10,38111357;753,7019455;2,129637559;18,79530525
Dambach_a296;8,1977;49,0557;1159;COCO;10,38111357;753,7019455;2,129637559;18,79530525
Dambach_a297;8,1977;49,0557;731;COST;10,38111357;753,7019455;2,129637559;18,79530525
Dambach_a298;8,2062;49,0577;660;COST;10,38111357;753,7019455;2,129637559;18,79530525
Dambach_a299;8,2062;49,0577;742;COST;10,38111357;753,7019455;2,129637559;18,79530525
Dambach_a3;15,45;48,3167;824;COST;8,286199709;797,6072359;-1,085919698;17,48300171
Dambach_a30;15,3833;48,3833;1550;COMX;7,507796933;815,8314872;-1,713287473;16,59360313
Dambach_a300;8,2062;49,0577;1550;COST;10,38111357;753,7019455;2,129637559;18,79530525
Dambach_a301;8,2062;49,0577;1550;COMX;10,38111357;753,7019455;2,129637559;18,79530525
Dambach_a302;7,9018;49,6063;2640;COCO;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a303;7,9018;49,6063;2640;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a304;7,9018;49,6063;2640;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a305;7,9018;49,6063;1130;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a306;7,9067;49,6064;1130;COCO;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a307;7,9067;49,6064;1130;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a308;7,9067;49,6064;530;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a309;7,9067;49,6064;570;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a31;15,65;48,3833;570;COMX;8,692986974;726,3664806;-0,785352434;18,04051145
Dambach_a310;7,9044;49,6075;2634;TUND;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a311;7,9044;49,6075;2633;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a312;7,9044;49,6075;1100;COST;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a313;7,9325;49,6116;1630;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a314;7,9325;49,6116;800;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a315;7,9325;49,6116;800;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a316;7,9325;49,6116;800;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a317;7,9265;49,612;800;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a318;7,9265;49,612;469;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a319;7,9265;49,612;469;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a32;15,65;48,3833;469;COMX;8,692986974;726,3664806;-0,785352434;18,04051145
Dambach_a320;7,9265;49,612;1100;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a321;7,9254;49,6136;1100;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a322;7,9254;49,6136;1100;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a323;7,9254;49,6136;1100;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a324;7,9254;49,6136;1430;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a325;7,9259;49,6144;1430;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a326;7,9259;49,6144;1430;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a327;7,9259;49,6144;1430;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a328;7,9259;49,6144;1520;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a329;7,9233;49,6151;1520;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a33;15,65;48,3833;1520;COMX;8,692986974;726,3664806;-0,785352434;18,04051145
Dambach_a330;7,9233;49,6151;1610;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a331;7,9233;49,6151;1610;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a332;7,9233;49,6151;1610;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a333;7,9111;49,6212;1610;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a334;7,9111;49,6212;1630;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a335;7,9111;49,6212;1630;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a336;7,9111;49,6212;1630;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a337;7,9116;49,6223;2050;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a338;7,9116;49,6223;2050;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a339;7,9116;49,6223;2050;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a34;15,65;48,3833;2050;COMX;8,692986974;726,3664806;-0,785352434;18,04051145
Dambach_a340;7,9116;49,6223;25;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a341;7,9116;49,6223;150;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a342;7,881;49,6469;490;COMX;9,220946143;721,5658844;1,322488586;17,35684204
Dambach_a343;7,8799;49,6481;140;COST;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a344;7,8799;49,6481;440;TUND;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a345;7,8799;49,6481;60;TUND;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a346;7,8731;49,65;25;COMX;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a347;7,8731;49,65;25;COCO;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a348;7,8731;49,65;25;COCO;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a349;7,8731;49,65;25;COMX;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a35;15,65;48,3833;10;COMX;8,692986974;726,3664806;-0,785352434;18,04051145
Dambach_a350;7,8822;49,6531;10;COMX;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a351;7,8822;49,6531;2200;CLMX;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a352;7,8822;49,6531;1,5;COCO;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a353;7,8822;49,6531;2250;COMX;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a354;7,88;49,6546;725;COST;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a355;7,88;49,6546;500;COST;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a356;7,88;49,6546;500;TUND;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a357;7,954;49,659;500;COMX;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a358;7,954;49,659;520;COMX;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a359;7,954;49,659;520;COMX;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a36;15,65;48,3833;520;COMX;8,692986974;726,3664806;-0,785352434;18,04051145
Dambach_a360;7,954;49,659;520;COMX;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a361;7,9547;49,6596;511;COCO;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a362;7,9547;49,6596;511;COMX;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a363;7,9547;49,6596;511;COCO;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a364;7,9547;49,6596;511;COCO;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a365;7,9547;49,6596;511;COCO;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a366;7,9547;49,6596;790;COMX;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a367;7,9352;49,6613;790;COMX;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a368;7,9352;49,6613;790;COST;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a369;7,9352;49,6613;790;COST;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a37;15,65;48,3833;790;COMX;8,692986974;726,3664806;-0,785352434;18,04051145
Dambach_a370;7,9352;49,6613;790;COST;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a371;7,9308;49,6646;790;COMX;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a372;7,9308;49,6646;790;COCO;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a373;7,9308;49,6646;790;COCO;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a374;7,9308;49,6646;790;COMX;9,153185581;700,8455908;1,259547134;17,29472605
Dambach_a375;13,9981;52,7277;790;COCO;8,993633322;650,2052987;0,370665679;17,79994265
Dambach_a376;14,0554;52,7344;790;CLMX;8,993633322;650,2052987;0,370665679;17,79994265
Dambach_a377;14,0554;52,7344;790;TEDE;8,993633322;650,2052987;0,370665679;17,79994265
Dambach_a378;13,9841;52,7537;790;COCO;9,087308628;652,0170844;0,46589614;17,88555908
Dambach_a379;14,0114;52,7548;790;COST;9,087308628;652,0170844;0,46589614;17,88555908
Dambach_a38;15,65;48,3833;790;COMX;8,692986974;726,3664806;-0,785352434;18,04051145
Dambach_a380;13,9802;52,7579;790;COCO;9,087308628;652,0170844;0,46589614;17,88555908
Dambach_a381;13,9802;52,7579;790;CLMX;9,087308628;652,0170844;0,46589614;17,88555908
Dambach_a382;13,9671;52,887;190;COST;9,074860963;653,5936403;0,474520177;17,84876251
Dambach_a383;13,9671;52,887;190;COCO;9,074860963;653,5936403;0,474520177;17,84876251
